タイトル,あらすじ,ジャンル
たそがれ清兵衛,巨匠・山田洋次監督が、藤沢周平の原作を初映画化した時代劇三部作の第一弾 ――― 国内の数々の賞を独占し、米アカデミー賞外国語映画賞にもノミネートされた日本映画史に残る時代劇の最高傑作――― 幕末の庄内、海坂藩。平侍の井口清兵衛（真田広之）は妻を亡くし、二人の娘と老母のために下城の太鼓が鳴ると家路を急ぐ毎日。同僚たちはそんな彼を“たそがれ清兵衛”と呼んでいた。ある日、幼なじみの朋江（宮沢りえ）を救ったことから剣の腕が噂になり、上意討ちの討手として清兵衛が選ばれてしまう。清兵衛は藩命に逆らえず、朋江への想いを打ち明け、切腹を不服とする余吾膳右衛門（田中泯）が立てこもる死地に向かった……。,ドラマ
チーム・バチスタFINAL ケルベロスの肖像,日本初の国際Aiセンター（Ai＝オートプシーイメージング：死亡時画像診断）発足の目玉として導入されたMRI“リヴァイアサン”。顕微鏡レベルの解像度を誇り、まさに現代医療の“怪物”の名にふさわしい巨大な機器は世間から大きな注目を集めていた。国と自治体、東城医大が三位一体で取り組む死因究明システムの一大改革に、東城医大の心療内科医・田口と厚生労働省でAi導入を推進する白鳥が奔走する。?落しとなる大講堂でのシンポジウムまであと１０日。そんな中、司法解剖では死因が特定できない前代未聞の密室集団不審死事件が起きる。その中には白鳥のよく知る人物が――。果たしてそれは不幸な事故か、殺人か？時を同じくして、田口のもとに一通の脅迫状が届く。(C)2014「チーム・バチスタFINAL ケルベロスの肖像」製作委員会,サスペンス
行きずりの街,出逢ったのは、絶望か、愛か。消えた少女。人生を狂わせた場所。１２年の空白。決着をつける。すべてを取り戻すために。人気小説家・志水辰夫のベストセラー小説の映画化。失踪した教え子を追って、１２年ぶりに東京を訪れた塾講師の男。そこで彼を待ち受けていたのは、別れた妻との運命的な再会、そしてかつて自分を追放した名門高校が失踪に関与していたという事実だった…。彼は忌まわしい過去と訣別し、失った誇りを取り戻すため、たったひとりで事件の背後に潜む黒い陰謀と立ち向かっていく…。,"ドラマ,サスペンス"
トリガール！,流されっぱなしで生きてきた“鳥山ゆきな”。大学入学早々、一目惚れした圭先輩に誘われるまま、フラフラと人力飛行サークル〈Team Birdman Trial〉のパイロット班に加入する。100人近い部員たちが、琵琶湖で開催される夏の大会に向けて準備を進める中、トレーニングを積む“ゆきな”の前に、「狂犬」と呼ばれる坂場先輩が現れ、圧倒的な力を見せつけて正パイロットの座を奪ってしまう。やる気を失ったゆきなだが、渋々参加したテストフライトで、圭先輩が大怪我を負う事故が起きる。機体は損傷、パイロットを失い、ショックを受ける〈TBT〉メンバー。そんな中、ゆきなは坂場が抱えた心の傷とサークルの悲願を知る。自分がどうしたらいいかを悩む中、「誰かが漕がなきゃ飛ばない」という親友の和美の言葉に背中を押され、仲間達の想いを繋ぐため、坂場先輩と二人で飛ぶことを決意する。(Ｃ) 2017 「トリガール！」製作委員会,"ドラマ,コメディー"
葛城事件,親が始めた金物屋を引き継いだ清は、美しい妻・伸子（南果歩）との間に２人の息子も生まれ、念願のマイホームを建てた。思い描いた理想の家庭を作れたはずだった。しかし、清の思いの強さは、気づかぬうちに家族を抑圧的に支配するようになる。長男・保（新井浩文）は、子供のころから従順でよくできた子供だったが、対人関係に悩み、会社からのリストラを誰にも言い出せずにいた。堪え性がなく、アルバイトも長続きしない次男・稔（若葉竜也）は、ことあるごとに清にそれを責められ、理不尽な思いを募らせている。清に言動を抑圧され、思考停止のまま過ごしていた妻の伸子は、ある日、清への不満が爆発してしまい、稔を連れて家出する。そして、迎えた家族の修羅場…。葛城家は一気に崩壊へと向かっていく。(C)2016『葛城事件』製作委員会,ドラマ
劇場版　さらば仮面ライダー電王　ファイナル・カウントダウン,巷で噂の幽霊列車。それを探るためモモタロスたちが行動を開始するが、その前に「仮面ライダー幽汽」が立ちはだかる。しかもその体には、誘拐された良太郎が使われていた。幽汽の猛攻に侑斗が重傷を負う中、装いも新たなデンライナーで駆けつけたのは、新しい電王を名乗る戦士だった！良太郎を誘拐して幽汽に変身させ、生と死の時間を入れ替えようと画策する謎の男・・・。新たな敵を相手に、良太郎が最後の戦いに挑む!!原作：石ノ森章太郎（Ｃ）２００８「さらば仮面ライダー電王」製作委員会　（Ｃ）石森プロ・テレビ朝日・ＡＤＫ・東映,"アクション,キッズ"
砂時計,東京から島根に移り住んだ１４歳の水瀬杏は、自然豊かな田舎で自分の居場所を見つけ、宝物のような初恋を経験する。それから１２年後、再び運命が回り出し……。(C)2008 芦原妃名子/映画「砂時計」製作委員会,"ドラマ,ロマンス"
新しい靴を買わなくちゃ,妹に付き添って、パリ観光にやって来たカメラマンのセン（向井理）は、パリに着くなり、単独行動をしたいと言う妹スズメ（桐谷美玲）に置き去りにされてしまう。泊まるはずのホテルもわからず途方にくれるセンだが、落としたパスポートが踏まれて破れてしまい、さらに困った状況に……。踏んだ靴の主は、パリでフリーペーパーの編集をする日本人女性、アオイ（中山美穂）だった。パスポートを踏んだために、ヒールが折れてしまったアオイの靴を、接着剤で直すセン。感謝したアオイは、困ったときのために自分の連絡先を渡す。スズメと連絡がとれないセンは、しかたなくアオイに電話をかけ、その夜、ふたりは食事をすることになる。話がはずみ、酔っぱらってしまったアオイを、自宅まで送り届けるセン。結局、ホテルに戻れなくなったセンはアオイの部屋に泊まってしまう…。 (C) 2012「新しい靴を買わなくちゃ」製作委員会,ロマンス
空へ-救いの翼　RESCUE WINGS-,「命を救い、生きて戻れ。」 絶体絶命の状況で出動する救難組織「航空救難団」、それは人命救助“最後の砦”　 あきらめない―そこに命がある限り。 川島遥風、23歳―女性初の航空救難ヘリ《UH-60J》パイロット。　かつて母の命を救ってくれた救難団に憧れて訓練に励む彼女が、数々の困難を乗り越えながら成長していく姿を描くアクション大作。,"アクション,ドラマ"
特捜戦隊デカレンジャー　１０ＹＥＡＲＳ　ＡＦＴＥＲ,「特捜戦隊デカレンジャー」は、2004年2月から2005年2月まで、全国テレビ朝日系で放送された“スーパー戦隊シリーズ”第28弾。宇宙で多発する惑星間犯罪組織を取り締まるために設立された宇宙警察・地球署を舞台に、選ばれし刑事たち、S.P.D--『スペシャルポリス・デカレンジャー』6人が、宇宙犯罪者・アリエナイザーたちに立ち向かうストーリー。 2006年の日本SF大会ではスーパー戦隊シリーズ初の『星雲賞』を受賞するなど、幅広い層からの支持を集めた。放送終了後も根強い人気と復活を望む声が多く寄せられ、放送終了10年を記念して新作Vシネマの制作が決定した。2013年のハリケンジャーに続くファン待望の『10YEARS AFTER』シリーズの第2弾。（C）2015東映ビデオ・東映AG・東映チャンネル・東映,アクション
スペース・スクワッド　ギャバンＶＳデカレンジャー,宇宙刑事ギャバン。特捜戦隊デカレンジャー。地球の、そして宇宙の平和を守ってきた2大ヒーローが初めて出会うとき、新たなるヒーローサーガが幕を開ける。『スペース・スクワッド』シリーズの誕生である。大宇宙にはびこる巨大な犯罪組織、邪教団・幻魔空界。その恐るべき陰謀の前に、2代目ギャバンとデカレンジャーが立ちはだかる。だが、彼らを待っていたのは、想像をはるかに超えた敵の罠だった――。(C) 2017 東映ビデオ・バンダイ・東映AG・日本コロムビア・東映,アクション
宇宙戦隊キュウレンジャーＶＳスペース・スクワッド,ハミィが強盗！？そして指名手配！？ドン・アルマゲとの激闘から４年 ― 平和な日常を過ごしていたキュウレンジャーたちに激震が走る。ハミィが突如、リベリオンを襲撃し、新たに開発された“ネオキュータマ”を盗み出したというのだ。悪用を恐れ、事態を重く見た宇宙連邦大統領のツルギは、ハミィを全宇宙に指名手配することを決意する。「お前はハミィを信じないのか！」激昂したラッキーは、同じくハミィを信じる仲間と共にツルギらと対立。その埋めがたい溝は、彼らの袂を分かつ。そこへ、宇宙を超えてやってきた２人の男 ― 。十文字撃、またの名を宇宙刑事ギャバン。烏丸舟、またの名を宇宙刑事シャイダー。キュウレンジャーの前に現れた彼ら“スペース・スクワッド”の目的とは？そして、“内部崩壊”したキュウレンジャーを待ち受ける、驚愕の結末とは！？（C）2018東映ビデオ・東映AG・東映　（C）2017 テレビ朝日・東映AG・東映,アクション
ハイキック・エンジェルス,５人の女子高生ＶＳ１００人の悪人たち…。アクション映画部の女子高生たちが新作映画「ハイキック・エンジェルス」の撮影のため、廃校へとやってくる。彼女たちの夢は、ブルース・リーやジャッキー・チェンみたいな本格的アクション映画を製作することだった。撮影も大詰めを迎える中、誰もいるはずのない廃校に大勢の男たちが現れ、校門は封鎖され、外部との連絡も断ち切られてしまう。果たして、彼女たちの運命は如何に！？,"外国映画,アクション"
ＣＵＴＩＥ　ＨＯＮＥＹ　－ＴＥＡＲＳ－,AIに支配された漆黒の世界 ― 。街は富裕層の暮らす上層階と貧民層が暮らす下層階とに分けられていた。下層の人々は、快適な生活を維持する為に垂れ流される上層階からの汚染物質が生み出す有害な雨の中で生活していた。そんなある時、上層階から1体の美しいアンドロイド・如月瞳が落下してくる。彼女は、生みの親である如月博士の実の娘の記憶を移植された感情を持ったアンドロイドであった。下層階で生まれ育ったジャーナリストの早見青児との出会いがきっかけとなり運命の歯車が動き始める。向かうは世界を支配する感情を持たない新型アンドロイド・ジル。人々を守るために如月が下した衝撃の決意とは……。(C)2016「CUTIE HONEY -TEARS-」製作委員会,"ドラマ,SF"
ＫＧ カラテガール,沖縄。世界最強と言われた伝説の空手家、紅宗次郎の家系に生まれた紅彩夏（くれないあやか）。幼い頃、伝説の黒帯を狙う謎の集団に襲われ、目の前で父を殺されて妹を奪われた。時は経ち横浜。彩夏は本名も紅空手の継承者であることも隠し、普通の女子高生として暮らしていた。しかし、ある出来事をきっかけに、幼い頃に離ればなれになった妹と運命的な再会を果たす。だが、妹は謎の集団によって殺人マシンとして育て上げられていた―。大切な妹を取り戻さなければ。ついに彩夏は伝説の紅空手の封印を解き、たった一人で悪の地下組織に乗り込む！（C）2011東映ビデオ アマゾンラテルナ,"アクション,ドラマ"
ＫＩＲＩ‐「職業・殺し屋。」外伝‐,美しきヒロインのダイナミックアクションが炸裂する本格アクション映画が誕生した!! その名は『KIRI―「職業・殺し屋。」外伝―』。 主演は、女優・釈由美子。｢修羅雪姫｣以来封印していた本格アクションに挑戦する。 タッグを組むのは、ハリウッド仕込みのアクションで国内外の特撮・アクション界で絶大な支持を誇る監督・坂本浩一。 原案は「ヤングアニマル」（白泉社）で連載されたバイオレンス漫画「職業・殺し屋。」（西川秀明著）。単行本累計130万部を突破したヒット作品のクールでハードな世界観と、キャラクターを借り、孤高の女暗殺者・キリの物語が紡ぎだされる！(C) 2015東映ビデオ／エクセレントフィルムズ,"ドラマ,アクション"
ゲゲゲの鬼太郎　妖怪奇伝・魔笛エロイムエッサイム,ある日、鬼太郎のもとに霊界郵便配達人から手紙が届いた。差出人は鬼太郎の親友・悪魔くんからだった。その手紙によると行方不明になってしまった大好きだった担任の星先生を助けるため力をかしてほしいという。なんでも2ヶ月間のある夜更け、桜の精・桜子に恋をしてしまった星先生は桜子に精気を抜かれミイラ人間と化し、その後行方不明になってしまったという。先生が廃墟にいると知った鬼太郎たちは助けに向かう。(C)水木プロ・東映・東映ビデオ,ドラマ
映画｢チーム･バチスタの栄光｣【TBSオンデマンド】,"【TBS Pictures】難易度の高い心臓移植手術""バチスタ手術""で､手術成功記録を26に伸ばしていた東城大学付属病院の""チーム･バチスタ""の7名｡しかし突如､3件続けて術中死が発生した｡内部調査にあたったのは､心療内科医師･田口公子(竹内結子)｡外科は全くの素人で､おまけにメスが持てない彼女は､実は渋々にわか探偵を引き受けたわけだが､当然上手くいかない｡調査の結果を""事故""と認定しようとした彼女の前に､厚生労働省の破天荒なキレモノ役人･白鳥圭輔(阿部寛)が現れる｡｢これは殺人だ､犯人はチーム･バチスタの中にいる!｣｡こうして再調査することになった2人だが･･･｡ (C)2008 映画｢チーム･バチスタの栄光｣製作委員会",サスペンス
仮面ライダーエグゼイド トリロジー アナザー・エンディング 仮面ライダーブレイブ＆スナイプ,消滅したはずの小姫が突如現れ、困惑する飛彩。だが、小姫は復活を遂げたラヴリカに心を操られていた！そして、ニコを慕うアメリカ人・ルーク＝キッドマンが大我の病院におしかけるが、ルークは大我の目の前でラヴリカのゲーム病を発症する。”最悪の恋愛ゲーム”の前に、二人の運命が翻弄される！そして暗躍する檀黎斗の目的とは…？（C）2018石森プロ・ADK・バンダイ・東映ビデオ・東映,アクション
震える舌,郊外の団地に三好昭と妻の邦江、娘の昌子の三人家族は住んでいた。その付近には、まだ葦の繁みがあり、ある日昌子は湿地の泥の中を蝶を追って捕虫網をふりまわしていた。数日後、母の邦江は昌子の小さな異常に気づいた。食事中、昌子は食物をポロポロこぼし、トイレに立った後姿は鵞鳥のような歩き方をしている。風邪かなと邦江は心配したが、その直後に昌子は絶叫をあげて倒れる…。(C)1980 松竹株式会社,ドラマ
築地ワンダーランド,世界一の魚市場と称され、世界中のトップシェフから観光客まで多くを魅了する”築地市場”。撮影困難といわれる築地に、初めて１年４ヵ月に渡る長期撮影を敢行。そこに集う魚のプロフェッショナルたちの日々の営みと、彼らの使命感に満ちた、熱き生き様に迫る。豊かな四季と世界で唯一無二の市場の姿を通して、知られざる日本の食文化の神髄に迫る傑作ドキュメンタリー！(C)2016 松竹,ドキュメンタリー
カノン,富山県黒部市に住む小学校教師の次女・岸本藍（比嘉愛未）、東京で夫と二人の子どもと暮らす専業主婦の長女・宮沢紫（ミムラ）、金沢で老舗料亭の若女将業に勤しむ三女・岸本茜（佐々木希）。祖母の葬儀で久しぶりに会った三姉妹は、遺書を開き、驚きの事実を知る。「許して下さい。あなた達のお母さんは生きています」　葬儀の翌日、金沢から母がいる富山の介護施設へ向かう三姉妹。そこには長年の飲酒が原因のアルコール性認知症を患い、娘たちを思い出せずにいる母の姿があった。母はどんな理由で三姉妹のもとを去り、どんな思いで生きてきたのか？　祖母はなぜ姉妹に嘘をついたのか？　黒部で母がアルコール依存症の治療を受けた病院や、退院後に住み込みで働いていた場所を訪ね、雇用主の澄子（島田陽子）をはじめとする人々から母の思い出話を聞く三姉妹。[俳優・監督セレクション],ドラマ
ゲゲゲの鬼太郎　妖怪奇伝・魔笛エロイムエッサイム,ある日、鬼太郎のもとに霊界郵便配達人から手紙が届いた。差出人は鬼太郎の親友・悪魔くんからだった。その手紙によると行方不明になってしまった大好きだった担任の星先生を助けるため力をかしてほしいという。なんでも2ヶ月間のある夜更け、桜の精・桜子に恋をしてしまった星先生は桜子に精気を抜かれミイラ人間と化し、その後行方不明になってしまったという。先生が廃墟にいると知った鬼太郎たちは助けに向かう。(C)水木プロ・東映・東映ビデオ,ドラマ
アヤメくんののんびり肉食日誌,合コンよりも化石の発掘を優先してしまう筋金入りの骨格マニア女子大生、椿雛菊。そんな彼女は1つ年下でイギリス育ちの後輩、菖蒲瞬と出会う。のんびり屋に見えてストレートに好意を伝えるアヤメの魅力に椿も次第に惹かれてゆくが、アヤメに好意を寄せるイギリス美女エリザベスが来日すると、彼女は椿に思いを寄せる先輩・仁英と結託して2人の仲を引き裂こうとする。研究室を舞台にした恋の行方はどんな結末を迎えるのか！？(C)2017 町麻衣/祥伝社/映画『アヤメくんののんびり肉食日誌』製作委員会,"ドラマ,コメディー,ロマンス"
ゴジラ,"原水爆実験の影響で、大戸島の伝説の怪獣ゴジラが復活し、東京に上陸。帝都は蹂躙され廃墟と化した。ゴジラ抹殺の手段はあるのか･･･。戦後の日本映画界に特撮怪獣映画というジャンルを築いた、記念すべきゴジラ映画第1作。核の恐怖を描いた、本多猪四郎の真摯な本編ドラマと、円谷英二のリアリズム溢れる特撮演出が絶妙のコンビネーションを見せ、「ゴジラ」の名を一躍世界に轟かせた傑作。 TM ＆ (C)1954 TOHO CO., LTD.",アクション
女殺油地獄,大阪で油の商いを行う河内屋の与兵衛は、油屋の元締めである小倉屋の一人娘・小菊と密会を重ねていた。二人の関係が知られてしまうと河内屋は商売ができなくなると、乳母のお吉は諭すが、与兵衛は聞く耳を持たない。しかし小菊は異常な行動を取るようになってしまう。小菊が他の男と結婚し、与兵衛はようやく仕事に打ち込むようになったが、小菊は仕事場から与兵衛を誘い出し、またもや密会を重ねるのだった。(C)1992 フジテレビジョン／松竹撮影所,ドラマ
NANA,東京にいる彼氏の元へ向かう小松奈々（宮崎あおい）とバンドでの成功を目指し上京するボーカリスト・大崎ナナ（中島美嘉）。そんな二人が東京駅に向かう電車の中で偶然隣り合わせた。同い年、同じ名前ということで意気投合した二人は後日、引越し先の部屋で再会し一緒に暮らし始める。 ナナは新たなバンドメンバー・シン（松山ケンイチ）を見つけ、なじみのギタリスト・ノブ（成宮寛貴）やドラマー・ヤス（丸山智己）と“BLACK STONES（ブラスト）”としての活動を東京で再開する。一方、彼氏の章司（平岡祐太）との関係がぎくしゃくし始めていた奈々に“TRAPNEST（トラネス）”のライブチケットが当たる。奈々はそのライブにナナを誘うがナナはなぜかトラネスのライブに行くことを渋る。そこには奈々の知らないナナの過去があった…。(C)2005 「NANA」製作委員会 ,ドラマ
ゴッドタン　キス我慢選手権 THE MOVIE2 サイキック・ラブ,省吾が目を覚ますと、そこは高校の保健室のベッドだった。保健教師からの甘い誘惑を楽しんだ省吾は不良に絡まれた少女が超能力を発揮するところを目撃する。世界は“仮面の男”と呼ばれる者の強大な力によって支配され、超能力を巡る争いが勃発していた。仲間たちが窮地に立たされるなか、省吾にはキスをすることで相手の心を操る能力があると判明。誰も予想できないラストが待ち受ける！（C)2014 「キス我慢選手権 THE MOVIE2」 製作委員会,"コメディー,SF,アクション"
毎日かあさん,漫画家のサイバラ（小泉今日子）は、仕事の締切と６歳の息子・４歳の娘の世話で大わらわの毎日だ。元戦場カメラマンの夫カモシダ（永瀬正敏）はアルコール依存症。断酒の試みもむなしく酒の失敗を繰り返し、サイバラはついに離婚届けを突きつけた。カモシダは父親を慕う子どもの気持ちに応え、ついに断酒に成功する。ようやく家族そろっての幸せな日々が始まるが、カモシダの体はガンに蝕まれていた--。(c)2011映画「毎日かあさん」製作委員会,ドラマ
容疑者　室井慎次,2005年2月某日－警視庁・室井管理官が、自らが指揮をとった殺人事件の捜査の責任をとらされ、逮捕されてしまう！室井を救おうとする若き女弁護士。そして、警察の不正を暴くという大義名分をかざして徹底的に室井を追い詰める弁護士。警察庁と警視庁の確執が絡み、事態は最悪の状況に。室井の捜査への姿勢に心動かされた新宿北署の現場の刑事たちは、さらに殺人事件の真相を追う。(C)2005 フジテレビジョン　ROBOT　東宝　スカパー！,"ドラマ,サスペンス"
ゴジラVSメカゴジラ,"ゴジラ生誕40周年記念のシリーズ第20作。「メカゴジラの逆襲」から18年ぶりにメカゴジラが人類の「対ゴジラ新兵器」として登場する。古生物学者の大前博士と助手の五条梓はアドノア島で謎の卵を目にするが、そこに怪獣ラドンが襲来。続いてゴジラも出現し、ラドンとの戦いが繰り広げられた。そして、日本に運ばれたその卵からベビーゴジラが誕生する。ベビーゴジラを追って上陸を果たすゴジラ。その頃、国連Ｇ対策センターは、超兵器・メカゴジラを完成させていた。 (C)1993 TOHO PICTURES, INC. TM ＆ (C)1993 TOHO CO., LTD.",アクション
一応の推定,山形県の田舎町、暑い太陽が照りつける7月7日七夕の日。1人の老人が長井駅のホームから転落し、到着した列車に轢かれて亡くなった。彼は3千万円もの高額な傷害保険に3カ月前に加入したばかりの上、移植手術をするしか助かる道のない重度の心臓病を患う孫娘がいた。損害保険会社は、孫の手術費用を作るための計画的な自殺ではないかと老人の死を疑い、保険調査事務所の村越(柄本明)に調査を依頼する。(c)2009 WOWOW INC.,ドラマ
男はつらいよ　ＨＤリマスター版（第１作）,中学の時に家出し、テキヤ稼業で全国を渡り歩く寅さんは、たった一人の妹・さくらが柴又のおいちゃん夫婦に世話になっていると聞いて懐かしの故郷へ。さくらの縁談話にひと肌脱ごうと張り切るが、何もかもぶち壊し。いたたまれなく奈良へ旅に出ると、御前様の娘・冬子に声をかけられ一目惚れしてまた柴又へ。帰ると隣りの印刷工場職人・博がさくらと交際させてくれと寅さんに迫る。そして二人の結婚。しかし、寅さんの冬子への想いは叶わぬ夢だった。(C)1969 松竹株式会社,"ドラマ,コメディー"
一礼して、キス,中学からの6年間を弓道に捧げてきた、岸本杏（あん）。弓道部の部長を務めてはいるものの、結局満足のいく結果も出せないまま、高校三年生で挑んだ夏の大会が終わってしまう。次期部長は、後輩の三神曜太（ようた）。普段からほとんど練習もしないのに入部した当初から天才ぶりを見せつけ、大会でもいとも簡単に優勝してしまった三神に、複雑な思いを抱える杏。そして、杏はついに引退を決意し、三神に部長の任を引き継ぐことに。「俺は先輩の事、ずっと見てましたよ。」恋を知らずに、相手を傷つけるほど愛してしまう曜太。愛を痛いほど感じて、ひたすらに、その想いに応えようとする杏。両想いなのにすれ違ってしまうふたりの恋の行方は―――？ Rating G (C) 加賀やっこ・小学館／「一礼して、キス」製作委員会,"ドラマ,ロマンス"
遺留捜査スペシャル（2014年10月19日放送）,月島中央署管内にあるスタジオで、まるでロケット噴射のような勢いを伴う爆発事件が起きた。現場の状況から、タバコの不完全燃焼が原因で一酸化炭素ガスが充満した部屋のドアを開け、一気に酸素が流れ込んだことで起きた爆発――つまり、「バックドラフト現象」によるものだとみなされ、同件は事故として処理される。 その傍らで、糸村聡（上川隆也）は現場に散らばっていた破片に興味を示す。破片をつなぎ合わせると…それは三日月模様があしらわれた香炉だった！ 気になった糸村は香炉を持って、警視庁科捜研の係官・村木繁（甲本雅裕）のもとへ。鑑定の結果、火災との因果関係は見受けられなかったが、香炉に付着していた“あるもの”が糸村の心にどうも引っかかり…。 (C)テレビ朝日・東映,サスペンス
ガールズ・ステップ,幼いころにいじめられたトラウマから、誰に対しても調子よく接してしまう高校２年生のあずさ(石井杏奈)。 ある日、あずさはひょんな出来事から、ダンス部を結成する羽目に…。(C)宇山佳佑／集英社　(C)2015「ガールズ・ステップ」製作委員会　原作：『ガールズ・ステップ』宇山佳佑（集英社文庫）,ドラマ
11.25自決の日 三島由紀夫と若者たち,[三島由紀夫×若松孝二]の衝撃！インディペンデント映画界の伝説となった巨匠・若松孝二が、41年ぶりにカンヌのレッドカーペットに降臨したことでも大きな話題を巻き起こした「11.25自決の日 三島由紀夫と若者たち」。これまで数多くの監督が夢見て果たせなかった、謎に満ちた三島由紀夫の最後の日々を映画化。数々の名作と伝説を遺し、1970年11月25日に、防衛庁内で衝撃的な自決を遂げた一人の男、三島由紀夫。頂点を極めた大作家の壮絶な最期に、世界中が驚愕した。45歳という短い人生を自ら幕引きした彼は、その人生において、何を表現したかったのか。ともに割腹自殺した青年・森田必勝（盾の会学生長）と三島のその心の奥底には、何が潜んでいたのかー。,ドラマ
鎧武／ガイム外伝　仮面ライダー斬月／仮面ライダーバロン,放送終了後もとどまらない圧倒的な人気にこたえ、仮面ライダー鎧武がVシネマで帰ってくる! 今度の主役は斬月とバロン!! ヘルヘイムの真実を知り人類滅亡へのカウントダウンが始まったことを知ったアーマードライダーたち。突きつけられた現実を前に、それぞれの信念に基づいて行動を開始する。強さを求め続ける戒斗と、人類救済のため「プロジェクト・アーク」の実行へ覚悟を決めた貴虎――。TVシリーズ20話後相当を舞台に、描かれることのなかった斬月、バロンのそれぞれの知られざる真実が明らかになる! 鎧武外伝、ここからはこいつらのステージだ!（C）2015石森プロ・テレビ朝日・ADK・バンダイ・東映ビデオ・東映,アクション
今度は愛妻家,中谷まゆみ原作の大ヒットを博した舞台『今度は愛妻家』を待望の映画化。 “豊川悦司＆薬師丸ひろ子”日本中が羨む理想の夫婦を感動のヒットメーカー行定監督がコミカルに、そして時にシリアスに描く。 “誰かを想うこと”“誰かに想われること”が素敵に感じる、爽やかで心が見る前よりも少しあったかくなるハートフルムービー。,ドラマ
涙そうそう,2001年、沖縄・那覇。新垣洋太郎（妻夫木聡）は、いつの日か自分の飲食店を出すという夢を抱きながらアルバイトに精を出す、明るくおおらかな性格の青年。そんな洋太郎のもとに妹・カオル（長澤まさみ）が高校に合格し、オバァと暮らしていた島を離れてやって来た。カオルは、洋太郎が8歳の頃、母・光江（小泉今日子）の再婚相手の連れ子だった。だが、カオルの父は姿を消し、光江も幼い洋太郎とカオルを残して天国に旅立ってしまった。以来、洋太郎は母の遺言である「カオルはひとりぼっち、どんなことがあっても守ってあげるのよ」の言葉を胸に秘めながら、懸命に生きてきたのだった。(Ｃ)2006「涙そうそう」製作委員会,"ドラマ,ロマンス"
星守る犬,夏の北海道。山中に放置されたワゴン車から中年男性と犬の白骨死体が発見された。遺体の埋葬処理を請け負った地元市役所の福祉課に勤める青年は、何かに導かれるように、残された手掛かりから死んだ男性の足取りを辿る旅に出る。途中、ひとりの少女と出会い、彼女を旅の道連れにしながら、死んだ男性と、その愛犬との短くも永い旅路を紐解いていく涙溢れる感動のストーリー。 （C）2011「星守る犬」製作委員会,ドラマ
朝食亭,台東区谷中にある小さな食堂『朝食亭』では、毎朝、開店前に、近所に住む10人の老若男女が集まって朝食をとっていた。それぞれが、ある事情を抱えていたが、皆で朝食をとることで、多くを語らずとも心が癒されていたのだった。そんなある日のこと、4年前に『朝食亭』の跡取り息子･清彦を飲酒運転で轢き殺した犯人が、4日後に刑務所を出所することがわかる…。(c)2009 WOWOW INC.,ドラマ
映画｢ゼブラーマン-ゼブラシティの逆襲-｣【TBSオンデマンド】,【TBS Pictures】西暦2025年｡ゼブラーマンが正体不明のエイリアンにたった1人で立ち向かい､地球を救ってから15年の月日が流れていた｡東京はゼブラシティと名を変え､警察官は犯罪抑制を名目に朝夕5分間､無条件で民間人を撃ち殺せるというゼブラタイムが導入されていた｡市川新市(哀川翔)が路上で目覚めると､けたたましいサイレンとともに白と黒に風景が変貌｡強烈なビートに乗せたゼブラクイーン(仲里依紗)の歌が街中に響き始め､警官が新市に発砲を始めた･･･!左胸を撃ち抜かれた新市は､市場純市(田中直樹)に助けられ､ゼブラシティの外にある八千代区の｢白馬の家｣へ向かう｡｢白馬の家｣リーダーの浅野晋平(井上正大)は､小学生時代の恩師である新市を見て驚くが､新市は記憶喪失に陥っていた｡(C)2010｢ゼブラーマン-ゼブラシティの逆襲-｣製作委員会,"アクション,SF,ファンタジー"
脳内ポイズンベリー,三十路を目前に、7歳年下のフリーターに恋をした櫻井いちこ。 「話しかける？」「話しかけない？」恋するいちこの頭の中では、5つの思考“ポジティブ”、“ネガティブ”、“理性”、“衝動”、“記憶”が絶賛、脳内会議中！ 頭の中で繰り広げられる脳内会議、そしていちこの恋の行方は!? 女子のめくるめく脳内を、まるごと解体した『脳内ポイズンベリー』。こんなラブコメ見たことない！(C)水城せとな／集英社　(C)2015 フジテレビジョン　集英社　東宝,"ロマンス,コメディー"
劇場版　炎神戦隊ゴーオンジャーＶＳゲキレンジャー,ガイアークの三大臣と、臨獣殿の生き残り・メカの悪巧みによって、臨獣拳アクガタを使う蛮機獣・ヌンチャクバンキが暗躍する中、ゲキレンジャーは噂のゴーオンジャーに遭遇。今や共通の敵となったガイアークに立ち向かうのだが、敵の策略によってジャンが持つ慟哭丸が盗まれてしまう。ガイアークはそれを使ってある作戦を実行しようとしていたのだ。しかも、ゴーオンジャーの炎神ソウルまで奪われてしまった！意気消沈する一同だったが、走輔の提案でゴーオンジャーは獣拳修行にチャレンジする。果たしてその成果やいかに？正義の力が半減してしまうという烈波空間を舞台に、熱きソウルと正義の獣拳が奇跡のコラボレート！理央とメレも参戦して巨大戦もバリバリのムテムテだ！２大戦隊の熱き魂が、キミのハートに幸福を呼ぶ！(C)２００９　テレビ朝日・東映ＡＧ・東映ビデオ・東映,"アクション,キッズ"
