タイトル,あらすじ,ジャンル
FAIRY TAIL　第73話～第98話,[アクション/バトル]世界中にたくさんある魔導士ギルド。それは魔導士たちに、いろんな仕事を仲介してくれる所！！なかでも｢妖精の尻尾(フェアリーテイル)｣は何でもやりすぎちゃうお騒がせなギルド。炎を自在に操る滅竜魔導士(ドラゴンスレイヤー)のナツ、ナツの相棒でしゃべって、飛べる猫のハッピー、星霊魔導士のルーシィ、氷の造形魔導士のグレイ、鎧の美人魔導士エルザなど、個性たっぷり、気持ちのいい連中がいっぱい！！楽しいこと、ヤバイ(？)こと、今日もきっと、何かが起こるハズ・・！？©真島ヒロ／講談社・フェアリーテイル製作ギルド・テレビ東京,アニメ
Fate/stay night,TYPE-MOONの人気ゲームを原作にしたTVアニメ。大災害で孤児となり、魔術師・衛宮切嗣の養子となった士郎。そして十年後、あらゆる願いを叶えると言われる聖杯を巡る「聖杯戦争」に巻き込まれた士郎は、魔術師として最強の使い魔（サーヴァント）“セイバー”と共に戦いに身を投じることとなる。(C)TYPE-MOON／Fate Project,アニメ
シャーマンキング,夜の墓場で「小山田まん太」が出会った少年、「麻倉葉」。森羅学園に転校生としてやって来た彼は「あの世とこの世を結ぶ者」すなわち「シャーマン」だった。600年前のサムライの霊「阿弥陀丸」と運命的な出会いを通して「麻倉葉」は「シャーマンの王：シャーマンキング」になるための資質を開花させていく。そして宿命のライバル「道蓮」をはじめ、「世を浄化するシャーマンの王」を目指す様々なライバルたちの登場。巨大な2つの彗星が夜空を駆け、世界中のシャーマン達にシャーマンキングの座を巡る闘いの始まりを告げる。そして今、運命の歯車が回りはじめる。©武井宏之・講談社／テレビ東京・XEBEC・NAS・Mankin.Project.,アニメ
FAIRY TAIL　第99話～第124話,[アクション/バトル]世界中にたくさんある魔導士ギルド。それは魔導士たちに、いろんな仕事を仲介してくれる所！！なかでも｢妖精の尻尾(フェアリーテイル)｣は何でもやりすぎちゃうお騒がせなギルド。炎を自在に操る滅竜魔導士(ドラゴンスレイヤー)のナツ、ナツの相棒でしゃべって、飛べる猫のハッピー、星霊魔導士のルーシィ、氷の造形魔導士のグレイ、鎧の美人魔導士エルザなど、個性たっぷり、気持ちのいい連中がいっぱい！！楽しいこと、ヤバイ(？)こと、今日もきっと、何かが起こるハズ・・！？©真島ヒロ／講談社・フェアリーテイル製作ギルド・テレビ東京,アニメ
ヒナまつり,ヤクザ×サイキック少女のアーバンライフ・コメディー！芦川組を支える若きインテリヤクザ、新田義史は大好きな壺に囲まれ、悠々自適な独身生活を送っていた。ところがある日、謎の物体に入った少女ヒナがやってきたことで生活が一変。念動力が使えるヒナに脅され、同居を余儀なくされてしまったのだ！暴走しがちなヒナは組関係でも学校でもやりたい放題。頭を抱える新田だが、気のいい性格が災いしていつも面倒を見る羽目に。一体、この生活はどうなってしまうのか？お人好しなアウトローと気ままなサイキック少女の危険で賑やかな日常が始まる！©2018 大武政夫・KADOKAWA刊／ヒナまつり製作委員会,アニメ
ヒナまつり,ヤクザ×サイキック少女のアーバンライフ・コメディー！芦川組を支える若きインテリヤクザ、新田義史は大好きな壺に囲まれ、悠々自適な独身生活を送っていた。ところがある日、謎の物体に入った少女ヒナがやってきたことで生活が一変。念動力が使えるヒナに脅され、同居を余儀なくされてしまったのだ！暴走しがちなヒナは組関係でも学校でもやりたい放題。頭を抱える新田だが、気のいい性格が災いしていつも面倒を見る羽目に。一体、この生活はどうなってしまうのか？お人好しなアウトローと気ままなサイキック少女の危険で賑やかな日常が始まる！©2018 大武政夫・KADOKAWA刊／ヒナまつり製作委員会,アニメ
青の祓魔師 京都不浄王篇,人間の住む「物質界(アッシャー) と悪魔が住む「虚無界(ゲヘナ)」。本来は干渉することすらない二つの次元だが、悪魔はあらゆる物質に憑依し、物質界に干渉していた。しかし人間の中には、そんな悪魔を祓う『祓魔師』が存在した―。魔神（サタン）の落胤として生まれた奥村燐は、己の出自を隠し祓魔師になることを決意。正十字学園内部に存在する祓魔師養成機関・祓魔塾に通っていたが、地の王・アマイモン襲撃の際、 魔神の落胤であることが露見してしまう。魔神の「青い炎」を恐れ、燐と距離を置く仲間たち……。そんな最中、学園最深部に封印されていた「不浄王の左目」が何者かに盗まれてしまい、燐たちは予期せぬ事態に巻き込まれていく―。(c)加藤和恵／集英社・「青の祓魔師」製作委員会・MBS,アニメ
BEM,人間の持つ差別意識が具現化された様な街「リブラシティ」。政治・経済・文化の中心であり、街の“富”が結集した「アッパーサイド」から、汚職や犯罪に溢れ、人々がお互いを疑い合わざるを得ない「アウトサイド」に赴任してきた若き女性刑事「ソニア」は、数々の事件を追う中で、人間を守るために戦う、醜い姿の3人と出会う。彼らは一体何者なのか・・・？ (C) ADK EM／BEM製作委員会,アニメ
私に天使が舞い降りた！,オタクで、人見知りな女子大生みやこが出会ったのは、まさに天使な小学生！？妹が新しく連れてきた友だちの花ちゃんを見た瞬間、ドキドキが止まらなくなってしまったみやこ！！どうにか仲良くなろうと奮闘するのだが……。超絶かわいいあの娘と仲良くなりたい系スケッチコメディー、開幕♪©椋木ななつ・一迅社／わたてん製作委員会,アニメ
戦姫絶唱シンフォギアG,風鳴 翼と雪音 クリス、そして--立花 響。運命に翻弄された少女たちは、ＦＧ式回天特機装束「シンフォギア」にてその身を鎧い、数多の戦いと幾多のすれ違いを経て、決戦の地に集結した。そびえ立つカ・ディンギルが狙い定めるは、バラルの呪詛にて人類の相互理解をジャミングする巨大な監視装置「月」。人類史の裏側で数千年に渡って暗躍してきた巫女フィーネの企みは、月を破壊し、神代の言の葉「統一言語」を取り戻すことであった。だが、月の破壊は、重力均衡の崩壊をはじめ、惑星規模の災厄を引き起こすことになる。迫り来る脅威「ルナアタック」に対し、命を燃やした少女たちの絶唱は、空に、胸に、高らかに響き渡るのであった。それから約三ヶ月後。 激闘の末に欠けた月が見下ろす世界にて、物語は再び動き始める。(C)Project シンフォギア,アニメ
ドメスティックな彼女,幼いころに母を亡くした高校生・藤井夏生は、高校の教師・橘陽菜へ密かに想いを寄せていた。叶わぬ想いと心の中へ押し込み、ふと誘われた合コンに参加した夏生は、そこで出会った橘瑠衣と、なりゆきで初体験をしてしまう。そんなとき、父が再婚することに。父の再婚相手と一緒に夏生の目の前に現れたのは、なんと陽菜と瑠衣だった……。ひとつ屋根の下で暮らすことになった3人の、ピュアで禁断過激な三角関係がスタートする。,アニメ
FAIRY TAIL　第151話～第175話,[アクション/バトル]世界中にたくさんある魔導士ギルド。それは魔導士たちに、いろんな仕事を仲介してくれる所！！なかでも｢妖精の尻尾(フェアリーテイル)｣は何でもやりすぎちゃうお騒がせなギルド。炎を自在に操る滅竜魔導士(ドラゴンスレイヤー)のナツ、ナツの相棒でしゃべって、飛べる猫のハッピー、星霊魔導士のルーシィ、氷の造形魔導士のグレイ、鎧の美人魔導士エルザなど、個性たっぷり、気持ちのいい連中がいっぱい！！楽しいこと、ヤバイ(？)こと、今日もきっと、何かが起こるハズ・・！？©真島ヒロ／講談社・フェアリーテイル製作ギルド・テレビ東京,アニメ
CLANNAD,｢けいおん!｣の京都アニメーションが贈る伝説のアニメ｡原作はピュアな感動に満ちたストーリーで人気を博した同名の恋愛アドベンチャーゲーム｡,アニメ
東京レイヴンズ,霊的災害＜霊災＞が多発し、陰陽師たちが活躍する時代。土御門春虎はトコトン運の悪い少年だった。陰陽師の名門に生まれながら才能はからっきし。この16年の人生で、死にかけた回数12回。そしてある夏の日、極めつきの受難が、彼の前に訪れる。「久しぶりです-春虎君」 土御門家次代当主である幼なじみの少女、夏目。彼女との再会が、春虎をかつて見た“将来”へ-波乱に充ちた“未来”へと導き始める！ (C)あざの耕平・すみ兵／株式会社KADOKAWA 富士見書房／東京レイヴンズ製作委員会,アニメ
メジャーセカンド,茂野大吾は、いまも現役のプロ野球選手を父にもつ小学生。かつてメジャーリーグでも活躍した父親・吾郎に憧れて、少年野球チーム「三船ドルフィンズ」で野球を始める。しかし、二世ならではのプレッシャーのなか、思うように上達できず、1年足らずで野球をやめ、無気力な生活を送っていた。迎えた小学6年生の春、大吾の目の前に、アメリカから帰国したという転校生が現れる。転校生の名は、佐藤光。なんと光の父は、吾郎の盟友で元メジャーリーガーの佐藤寿也だった…。そして、少年たちの運命が動き出す！(C)満田拓也・小学館／NHK・NEP・ShoPro,アニメ
銀魂’延長戦,天人（宇宙人）が来襲して、価値観が変わってしまった町、江戸。宇宙人や高層ビル、バイクなど何でもありの世界で変わらない“魂”を持った最後のサムライがいた。男の名は坂田銀時。いい加減で無鉄砲、でもキメるところはさりげなくキメたりして…。笑えて、泣けて、心温まる、銀さんと仲間たちの生き様、得とご覧あれ！※各話の初公開日は本作品の第1話の放送開始日となります。(C)空知英秋／集英社・テレビ東京・電通・BNP・アニプレックス,アニメ
ガヴリールドロップアウト,天使学校首席の天使が人間界にやってきた！ ……が、人間界に馴染みすぎて学校サボりまくりのネトゲ三昧、自堕落生活。怠惰な駄目天使、略して「駄天使」と化したガヴリールは、すべての人類を幸せにする目標はどこへやら。娯楽を満喫し続けると誓うのであった--。©2016 うかみ／ＫＡＤＯＫＡＷＡ　アスキー・メディアワークス／ガヴリールドロップアウト製作委員会,アニメ
エリアの騎士,主人公・駆（かける）は自分の弱さに悩みつつも、ストライカー＝“エリアの騎士”に憧れていた。兄・傑（すぐる）は弟の天性を信じ、将来ワールドカップで駆に”ラストパス”をつなぐことを夢みていた。 駆、傑、幼なじみの奈々、そしてサッカーを愛する個性豊かなチームメイトやライバルたちが、ひたむきに、サッカーという青春に向き合っていく群像劇。 「エリアの騎士」は世代を超えて多くの人達の共感を呼ぶ、熱いサッカーアニメです。(C)伊賀大晃・月山可也・講談社／テレビ朝日・シンエイ動画,アニメ
FAIRY TAIL　第125話～第150話,[アクション/バトル]世界中にたくさんある魔導士ギルド。それは魔導士たちに、いろんな仕事を仲介してくれる所！！なかでも｢妖精の尻尾(フェアリーテイル)｣は何でもやりすぎちゃうお騒がせなギルド。炎を自在に操る滅竜魔導士(ドラゴンスレイヤー)のナツ、ナツの相棒でしゃべって、飛べる猫のハッピー、星霊魔導士のルーシィ、氷の造形魔導士のグレイ、鎧の美人魔導士エルザなど、個性たっぷり、気持ちのいい連中がいっぱい！！楽しいこと、ヤバイ(？)こと、今日もきっと、何かが起こるハズ・・！？©真島ヒロ／講談社・フェアリーテイル製作ギルド・テレビ東京,アニメ
ネト充のススメ,「世の中クソだな」 盛岡森子(♀)、30歳独身ニートは、 現実(リアル)世界からドロップアウトしました。 たどり着いた先は---- 夢と希望あふれるネトゲの世界!! (C)黒曜燐/comico/ススメ！ネト充プロジェクト,アニメ
NEW GAME!,高校を卒業後、幼い頃に夢中になって遊んでいたゲーム《フェアリーズストーリー》を制作したゲーム会社であるイーグルジャンプに新入社員として入社した涼風青葉は、《フェアリーズストーリー》のキャラクターデザインを手掛けた憧れの八神コウに出会う。憧れの人の下で働くことになった青葉は、初めてのお仕事に戸惑いながらも、コウをはじめ個性的な先輩社員たちに助けられながら、社会人としての第一歩を踏み出していく。(c)得能正太郎・芳文社／NEW GAME!製作委員会,アニメ
Re:CREATORS,人は、その手で多くの物語を創造してきた。喜び、悲しみ、怒り、感動。物語は人々の感情を揺れ動かし、魅了する。 しかし、それは傍観者としての感想にすぎない。もしも、物語の登場人物たちに“意思”があるとしたら、彼らにとって、物語を産みだした我々は神の存在なのだろうか？--我らの世界に変革を。--神々の地に制裁を。「Re:CREATORS」誰もが皆、《創造主(クリエイター)》になる。（C）2017 広江礼威／小学館・アニプレックス,アニメ
だがしかし,家業の駄菓子屋を継ぎたくない鹿田ココノツは夏休みのある日、 駄菓子マニアの不思議な美少女・ほたるに出会う。 実在の駄菓子とともに少年×少女のおかしな夏が今始まる！ 美味し懐かし駄菓子コメディー、お腹いっぱい召し上がれ！！（C）2016 コトヤマ・小学館／シカダ駄菓子,アニメ
ジョーカー・ゲーム,世界大戦の火種がくすぶる昭和12年秋、帝国陸軍の結城中佐によって、スパイ養成部門“Ｄ機関”が秘密裏に設立される。生え抜きの軍人を尊ぶ陸軍の風潮に反し、機関員として選ばれたのは、東京や京都といった一般の大学を卒業し、超人的な選抜試験を平然とくぐり抜けた若者たちだ。彼らは魔術師のごとき知略を持つ結城中佐のもと、爆薬や無電の扱い方、自動車や飛行機の操縦法はもちろん、スリや金庫破りの技に至るまで、スパイ活動に必要なありとあらゆる技術を身につけ、任地へと旅立っていく。「死ぬな、殺すな」——目立たぬことを旨とするスパイにとって自決と殺人は最悪の選択肢であるとするＤ機関は、陸軍中枢部から猛反発を受けつつも、味方を欺き、敵の裏をかき、世界中を暗躍する。東京、上海、ロンドン……世界各地で繰り広げられるインテリジェンス・ミステリー。(c)柳広司・KADOKAWA／JOKER GAME ANIMATION PROJECT,アニメ
異世界の聖機師物語,「ジェミナー」と呼ばれる異世界を舞台に数十メートルを超える巨人が闊歩する！強力な亜法動力で動く巨大な人型兵器「聖機人」。それを動かすパイロットと して一人の少年が地球より召喚される。その名は「柾木剣士」...彼こそが梶島ワールドの名を継ぐ最強の少年、そして運命の少年であった…。「天地無 用！GXP」('02年)発表以前から梶島正樹が構想し、梶島ファンの間でその存在が噂されていた「異世界の聖機師物語」がついにそのベールを脱ぐ！アク ションあり、恋愛あり、温泉あり？！の学園コメディ、乞うご期待！,アニメ
戦姫絶唱シンフォギアGX,かつて--融合症例と呼ばれた少女は、世界終焉の真際に奇跡を掴み、ガングニールのシンフォギアと適合を果たす。地球霊長存続の名目で執行されようとしていた人類淘汰--「フロンティア事変」と称される一連の騒乱は、歌に血を通わせた少女たちの活躍によって終止符が打たれたが、新たな物語は、それから程なくして幕を開けるのであった。フロンティア事変以降、認定特異災害「ノイズ」の観測は一例としてなく、事の顛末を知る誰もがノイズの根絶と被害の終息を予感していた頃。本部にてモニターへと向かっていた藤尭朔也は、ノイズとは異なる、だが近似した反応波形を確認する。場所は、横浜港大さん橋ふ頭付近。そこには、小さな匣をかかえ、逃げるように駆ける黒衣--＜廃棄物１１号＞の姿が見られた。世界を壊す、歌がある。今はまだ、やがて訪れるその脅威に気づく者はなく、夏の夜空に、ただ赤き粉塵が舞い踊るのみであった。,アニメ
胡蝶綺 ～若き信長～,【最新話は一定期間後に順次プライム会員特典対象（見放題）となる予定です。】明日をも知れぬ戦国の時代を駆け抜けた織田信長。彼の元には常に乳兄弟であった池田恒興が控えていた。ただ生き残るために、ひたすらにあがき続ける。史実を点として押さえつつ、信長を中心としたキャラクターたちが、それを乗り越え新たな物語を紡ぎだしていく。 ©揚羽母衣衆/胡蝶綺製作委員会,アニメ
怪盗ジョーカー,「輝く夜へようこそ！」 怪盗ジョーカー！ただ盗むだけじゃない！大胆不敵！神出鬼没！華麗に奇跡を起こす《ミラクルメイカー》！相棒のハチとともにお宝をもとめて全世界へ！さあ、ショーが開幕だ！ 見たことがあるものならどんな人や物にでも変身できる便利な怪盗道具《イメージガム》！秘密基地でもある飛行船《スカイジョーカー》や愛車《ロードジョーカー》を使い世界をかけめぐる！ちょっとドジだがジョーカーをしっかりサポートしている料理の腕はプロ顔負けの相棒、忍者のハチ！ジョーカーと同じ師匠のもとで修行した最大のライバル、怪盗スペード！ともに修行した女怪盗ダイヤモンド・クイーン！そんな彼らと世界中を飛びまわり、立ちはだかる警部や探偵たちの罠をくぐり抜け、どんなピンチも奇跡のトリックをおこし、次々と名画やお宝を盗み出す!! (C)たかはしひでやす・小学館／怪盗ジョーカープロジェクト,アニメ
魁!!男塾,教育省の一室において８mm映画が上映されていた。内容は一見したところ、どこかの戦場であるかのごとく凄まじいアクションものである。しかしなんとこれが現在日本のとある学校で行われている授業風景だというのだ！　その学校こそ、巷に聞こえた男塾。塾長の江田島平八のもと、日本全国からはみ出し者やならず者を集め、真の漢（おとこ）に育て上げる男による男のための男の学校だ。世間一般では物騒極まりないことであっても、男塾では当たり前。筋肉がうなり、血と汗と涙が飛び散り、よくわからない拳法の奥義が乱れ飛ぶ！　たゆまず男を磨く野郎どもにとっては、日々息をすることですら闘いに他ならないのだ。彼らは無事に卒業することは出来るのか？　そして、男塾因縁の敵・関東豪学連との死闘の結末はいかに!?(C)宮下あきら／集英社・東映アニメーション,アニメ
ケムリクサ,赤い霧に包まれた、荒廃した建造物に囲まれた人気の無い世界を舞台に3人の姉妹が生き抜く物語。物語の中心的人物でまとめ髪の特徴的なりん、猫耳でいつもおっとりしているお姉さんキャラのりつ、メイド調の服に身を包み天真爛漫なムードメーカーりな。謎多き世界でこの姉妹が目指すものは一体…,アニメ
怪物くん,ワガママで世間知らずな怪物ランド（怪物界）の王子、怪物太郎（怪物くん）。将来を心配した父の怪物大王は、修業させようと、ドラキュラ、オオカミ男、フランケンをお供につけ、人間界へと送り出した。そこで住居とした怪物屋敷の隣に住む少年ヒロシと仲良くなった怪物くんは、人間界で暮らす怪物たちの面倒を見たり、全世界の征服を企む悪魔たちの秘密組織、デモーニッシュと戦いながら、修業を積む。,アニメ
神撃のバハムート VIRGIN SOUL,ここは、《人》《神》《魔》あらゆる種族が入り混じる神秘の世界ミスタルシア バハムート復活による世界崩壊を免れてから10年─── 新たな《人》の王は《神》の神殿を襲い《魔》の国を攻め落とした 壊滅寸前だった状況からの復興と更なる発展 王都は《人》に富をもたらす 王都復興の糧として奴隷となる《魔》 消えゆく信仰心により力を失った《神》 均衡を失っていく世界で《人》《神》《魔》それぞれの正義が交錯する---（C）Cygames/MAPPA/神撃のバハムート VIRGIN SOUL,アニメ
幽☆遊☆白書,皿屋敷中学最強の不良と恐れられている浦飯幽助は、ある日、子供を助けようとして交通事故に遭い、あっけなく死んでしまう。だがその死は、霊界にとっても予想外の出来事だった。天国はもちろん、地獄にさえも幽助の行く場所はない。困り果てたエンマ大王のJr.・コエンマは幽助に試練を与え、その心を試した上で生き返らせるという話を持ち掛ける。その試練とは、人間界で起こる異界の生物のが絡んでいる事件を解決する、霊界探偵としての使命を全うする事だった。　　原作／冨樫義博「幽☆遊☆白書」（集英社「ジャンプコミックス」刊）　(C)Yoshihiro Togashi 1990年-1994年　(C)ぴえろ／集英社,アニメ
真夜中のオカルト公務員,フツーの公務員になったはずの新宿区役所職員・宮古新が配属されたのは、東京23区すべての区役所に人知れず存在する「夜間地域交流課」だった。そのお仕事は、人ならざる者が関与するオカルト的事象の解決。先輩で課のリーダー榊京一、オカルトマニア姫塚セオに連れられて人の世の理を超越した存在と対峙しに、夜な夜な出勤する。 ©2019 たもつ葉子／KADOKAWA／「真夜中のオカルト公務員」製作委員会,アニメ
世話やきキツネの仙狐さん,日々、自宅とブラック会社を往復する会社員・中野のもとに押しかけてきた神使のキツネ・仙狐さん（800歳・幼女）。彼女は疲労困憊の中野を、食事、洗濯、特別サービス(？)でめいっぱい“お世話”して、潤してくれるのです。突然始まる、仙狐さんと中野の共同生活。現代社会に疲れた全ての人に届けたい、お世話系甘やかしコメディ！©2019 リムコロ／KADOKAWA／世話やきキツネの仙狐さん製作委員会,アニメ
グランベルム,世界中の魔力が消失してから1000年近くの時間が過ぎ、すでに魔法は人々の記憶からもすっかり忘れられていた。そんな世界で生きる明るく元気な高校生、小日向満月は前向きに暮らしながらも、心のどこかに不安を抱えていた。自分には何もない--。勉強も運動も得意ではない彼女は、自分だけにできる“何か”に憧れていた。夜空の月がやけに大きく感じられた満月の晩。彼女はもうひとりの月の名を持つ少女、新月エルネスタ深海と出会う。それは魔法人形“アルマノクス”との遭遇でもあった。満月の運命の歯車が、軋んだ音を立てて今動き始める--。 ©ProjectGRANBELM,アニメ
戦姫絶唱シンフォギアAXZ,ワールドデストラクターである「チフォージュ・シャトー」を駆使した、錬金術師キャロルによる世界解剖計画の阻止から数週間後。シンフォギア装者たちを苦しめ、一度ならず敗退へと追い詰めた「アルカ・ノイズ」の脅威は世界各地に蔓延していた。時おかずして発生する次なる事件に、何かしらの関連性を疑いつつ鎮圧にあたる装者たち。熱帯夜に遭遇したのは、通常物理法則の埒外にある怪物「ヨナルデパズトーリ」と、怪物を「神の力」と呼び、自在に使役する三人の錬金術師であった。錬金術師たちが属する秘密組織は、これまでにシンフォギア装者たちが乗り越えてきた騒乱に関わってきたばかりか、人類史の裏側に暗躍してきた恐るべき敵対勢力である。ついに顕現、そして強襲するかつてない脅威に戦慄を隠せないシンフォギア装者たち。人知れず奪われた聖遺物「アンティキティラの歯車」は、無邪気な瞳のホロスコープに巨大な陰謀を映し出すのであった。,アニメ
僕らはみんな河合荘,下宿｢河合荘｣で念願の一人暮らしをすることになった高校1年男子･宇佐｡ そこにはあこがれの先輩･律も住んでいて､宇佐は楽しい高校生活を夢見るが･･･?[ドラマ/青春](C)宮原るり･少年画報社/委員会はみんな河合荘,アニメ
恋は雨上がりのように,陸上部のエースだったが怪我で走ることをやめてしまった橘あきら（17歳）と、夢を諦めた過去を持つあきらのバイト先、ファミレス「ガーデン」の店長・近藤正己（45歳）。海辺の街を舞台に、青春の交差点で立ち止まったままの彼女と、人生の折り返し地点にさしかかった彼が織りなすものがたり。 胸が熱くなる瞬間を、本当は誰だって待ってる--。(C)眉月じゅん・小学館／アニメ「恋雨」製作委員会,アニメ
BEATLESS,社会のほとんどをhIEと呼ばれる人型ロボットに任せた世界。 17歳の少年・遠藤アラトはある日一体のアンドロイド・レイシアに出会い、オーナー契約を交わす。 一見人間とそっくりなそれは、世界を驚かすほどの性能を備えた超高性能AIが生み出した、人智を越えるアンドロイド＜人類未到産物＞５体のひとつだった--。 ５つの機体はそれぞれ意味を持ち、互いの性能を求め戦いはじめる。 その戦いを傍観することしかできない大人たちと、その存在に近づき新しい関係を試みる少年たち。 未来への選択と、人間とモノとの関係の答えを求められる--。 進化しすぎた機械と、人間世界を繋ぐのは何か？ 便利になりすぎた時代で何が大事で何が必要なのか、 アラトは人間よりはるかに優れたアンドロイド・レイシアと出会ったことで 未来への選択と、人間とモノとの関係の答えを求められる--。,アニメ
甘々と稲妻,ひとり娘と二人で暮らす高校教師が、ふとしたきっかけから教え子の女子高生と三人でごはんを作って食べることに。三人とも料理はまったくできないけれど、美味しいごはんはとっても大好き！あったかくって楽しいひとときが、きっとあなたを夢中にさせる！(c)雨隠ギド・講談社／「甘々と稲妻」製作委員会,アニメ
ご注文はうさぎですか？,"Koiによる4コマ漫画を原作に、WHITE FOXがアニメーション制作を手がけた作品(C)Koi・芳文社,ご注文は製作委員会ですか？",アニメ
昭和元禄落語心中,刑務所の落語慰問会で見た大名人・八雲の「死神」が忘れられず、出所した与太郎が真っ先に向かった先は、寄席だった。拝み倒して八雲の住み込みの弟子となった与太郎だが、八雲の元では小夏という女性が暮らしていた。八雲と小夏には他人が容易に触れられない因縁があるらしく・・・。,アニメ
怪盗ジョーカー,「輝く夜へようこそ！」 怪盗ジョーカー！ただ盗むだけじゃない！大胆不敵！神出鬼没！華麗に奇跡を起こす《ミラクルメイカー》！相棒のハチとともにお宝をもとめて全世界へ！さあ、ショーが開幕だ！ 見たことがあるものならどんな人や物にでも変身できる便利な怪盗道具《イメージガム》！秘密基地でもある飛行船《スカイジョーカー》や愛車《ロードジョーカー》を使い世界をかけめぐる！ちょっとドジだがジョーカーをしっかりサポートしている料理の腕はプロ顔負けの相棒、忍者のハチ！ジョーカーと同じ師匠のもとで修行した最大のライバル、怪盗スペード！ともに修行した女怪盗ダイヤモンド・クイーン！そんな彼らと世界中を飛びまわり、立ちはだかる警部や探偵たちの罠をくぐり抜け、どんなピンチも奇跡のトリックをおこし、次々と名画やお宝を盗み出す!! (C)たかはしひでやす・小学館／怪盗ジョーカープロジェクト,アニメ
電脳コイル,時は202X年、今よりもちょっと未来。子供達の間で“電脳メガネ”が大流行していた。この“電脳メガネ”は、街のどこからでもネットに接続し様々な情報を表示する機能を備えた、子供たちになくてはならないアイテムだ。現代の携帯電話のように普及し、ほぼ全ての子供が持っている。舞台は由緒ある神社仏閣が建ち並ぶ古都でありながら、最新の電脳インフラを擁する地方都市「大黒市」。小此木優子（おこのぎゆうこ） は、小学校最後の夏休みを目前に、父の仕事の都合で大黒市に引っ越すことになる。そこで出会ったのは、もう一人の“ユウコ”、天沢勇子（あまさわゆうこ） 。同じ名前で同じ歳だが全くタイプの違う二人。新しい学校で個性豊かな子供たちと出会い、電脳空間で次々と巻き起こるフシギな出来事を体験する。(c)磯 光雄／徳間書店・電脳コイル製作委員会,アニメ
怪盗ジョーカー,「輝く夜へようこそ！」 怪盗ジョーカー！ただ盗むだけじゃない！大胆不敵！神出鬼没！華麗に奇跡を起こす《ミラクルメイカー》！相棒のハチとともにお宝をもとめて全世界へ！さあ、ショーが開幕だ！ 見たことがあるものならどんな人や物にでも変身できる便利な怪盗道具《イメージガム》！秘密基地でもある飛行船《スカイジョーカー》や愛車《ロードジョーカー》を使い世界をかけめぐる！ちょっとドジだがジョーカーをしっかりサポートしている料理の腕はプロ顔負けの相棒、忍者のハチ！ジョーカーと同じ師匠のもとで修行した最大のライバル、怪盗スペード！ともに修行した女怪盗ダイヤモンド・クイーン！そんな彼らと世界中を飛びまわり、立ちはだかる警部や探偵たちの罠をくぐり抜け、どんなピンチも奇跡のトリックをおこし、次々と名画やお宝を盗み出す!! (C)たかはしひでやす・小学館／怪盗ジョーカープロジェクト,アニメ
どろろんぱっ,死んで百年経っても成仏しない浮遊霊の小野小町（おのこまち）は自称、美少女幽霊。小学生の大福寺あんこが両親と引っ越してきた新築の家に住み着いていた。あんこは、祖父でお寺の住職の藻奈寛からもらった数珠で小町を払おうとするが、長い幽霊暮らしの経験で身をかわし、そのまま大福寺家に居座る。そこに、小町を成仏させようと見習い天使が来たり、悪魔が顔を出したりのおマヌケゴーストストーリー。,アニメ
甲鉄城のカバネリ 海門決戦,世界中に産業革命の波が押し寄せ、近世から近代に移り変わろうとした頃、突如として不死の怪物が現れた。後にカバネと呼ばれる事になるそれらは、甲鉄の皮膜に覆われた心臓を持ち、噛んだ者までもカバネにしてしまう。カバネは爆発的に増殖し、全世界を覆いつくしていった。極東の島国である日ノ本で、分厚い装甲に覆われた蒸気機関車、通称・駿城の一つ、甲鉄城に乗り込んだ生駒たちは、熾烈な戦いを潜り抜け、カバネと人の新たな攻防戦の地、日本海に面する廃坑駅「海門」に辿りついた。生駒たちは、同じくカバネから「海門」を奪取せんとする、玄路、虎落、海門の民と「連合軍」を結成し、カバネ撃退の策を立てるのだが、「海門」の地にはある〝秘密〟が隠されているのだった-。©カバネリ製作委員会,アニメ
亜人ちゃんは語りたい,サキュバス、デュラハン、雪女、そしてバンパイア--。僕ら人間とちょっとだけ違う、それが「亜人（あじん）」。最近じゃデミと呼ばれてます。そんな個性的な「亜人（デミ）」ちゃんたちと、彼女たちに興味津々な高校生物教師・高橋鉄男が繰り広げる、ちょっと刺激的でハートフルな学園亜人コメディ！,アニメ
冴えない彼女の育てかた♭,オタク高校生「安芸倫也」が、ある日桜舞い散る坂道で運命的な出会いをしたのは、クラスメイトで目立たない普通の少女「加藤恵」だった。恵をメインヒロインにしたギャルゲーを制作しようと考えた倫也は、原画担当に金髪の幼馴染「澤村・スペンサー・絵梨々」を、シナリオ担当に学年一の先輩優等生「霞ヶ丘詩羽」を加え、同人サークル“blessing software”を立ち上げる。そこに音楽担当となる従姉妹「氷堂美智留」を加え、ようやく彼らのギャルゲーは一つのルート完成までこぎつける。２カ月後に冬コミを控えた倫也たち。果たして無事にゲームを完成させることができるのか!?本格的青春グラフィティ再び、ここに開幕-。（C）2017丸戸史明・深崎暮人・KADOKAWAファンタジア文庫刊／冴えない♭な製作委員会,アニメ
