タイトル,あらすじ,ジャンル
劇場版アイカツ!,トップアイドルを目指して、アイドル活動 (=アイカツ!) をしてきた「星宮いちご」にビッグチャンスが! なんと、いちごが主役のスペシャルライブ「大スター宮いちごまつり」を行えることになったのだ! いちごはライブのための新曲をシンガーソングライターの「花音」に作ってもらうことに。さらに、エンジェリーシュガーのプレミアムドレスの準備も進む。そんな中、「神崎美月」はたのもしく成長したいちごたちにアイカツ! の未来をたくし、引退することを考えはじめる。まだまだ一緒にアイカツ! したいいちごは自分の感謝のきもちを伝えるために、美月へ贈る最高のステージをつくることを決意する! 歌あり、ドラマあり、笑いあり、涙あり! アイカツ! 史上最高にアツいステージが、いよいよはじまります!,"アニメ,音楽／ライブ,キッズ"
映画くまのがっこう パティシエ･ジャッキーとおひさまのスイーツ,みんなのスイーツをひとりで食べてしまったジャッキー。おにいちゃんたちに怒られて、とびだした先で出会ったのは見習いパティシエの女の子、ミンディでした。スイーツが大好きなジャッキーは、ミンディのおばあちゃんがパティシエをやっているスイーツ屋さん、「スイーツランド」でミンディといっしょにパティシエの修行をすることに。しかし、この「スイーツランド」を村の村長が乗っ取ろうと企んでいて…。原作に登場するキャラクターはもちろん、個性ゆたかな映画オリジナルキャラクターたちがくりひろげる、あったかで、ちょっぴりせつない物語。,"アニメ,ファミリー,キッズ"
交響詩篇エウレカセブン ハイエボリューション1,地球上を覆う情報生命体･スカブコーラルと人類の戦いが巻き起こした世界の危機―サマー･オブ･ラブ。その危機から世界を救ったのは、アドロック･サーストンだった。英雄と讃えられるようになるアドロック。だが、その真相を知るものは、最前線で戦ったごく一握りの人間だけだった。そして10年の時が流れた。アドロックの残された息子レントンは、ビームス夫妻の養子となり、地方都市ベルフォレストで暮らしていた。14歳になり、鬱屈とした日々を送っていたレントンに運命の転機がやってくる。そして、家を飛び出すレントン。そこからレントンは様々な人との出会い、別れを経験する。,"アニメ,SF,アクション"
交響詩篇エウレカセブン ポケットが虹でいっぱい,人気TVアニメの劇場版。謎の生命体イマージュと人類の戦いは半世紀に及ぼうとしていた。第303独立愚連隊の戦闘母艦である月光号に一人の少年兵がいた。少年の名はレントン。彼の夢は連れ去られた幼なじみの少女エウレカを助け出し、故郷へと帰ること。だが運命は、二人の小さな恋を試すように試練を与える…。,"アニメ,SF,アクション"
タッチ2 さよならの贈り物,達也が野球を続けようと決心したのは、須見工の新田の「和也にかわって俺と戦ってくれ」という言葉だった。達也は、和也の練習メニューをこなし、黙々とロードワークを続けた。ある日、南が新体操部に入部したというニュースが学校中に広がる。そして大会に出場、見事に個人優勝を飾った。その年の冬、正月の各紙は都大会代表になった南の写真を大きく取り上げていた。そんな中、映画館へ出掛けた南と達也は勢南高校のエース･西村と新田に出会う。,"アニメ,青春,キッズ"
デジモンアドベンチャー ぼくらのウォーゲーム!,デジタルワールドでの冒険から太一たちが帰ってきて半年後。あの冒険が信じられないほど穏やかな日々を送っていた。ところが、ある日インターネット上で不気味なタマゴが誕生し、凶悪なデジモンへと進化、ネットを伝って世界中を混乱に陥れた! ネットの中で暴れまくるデジモンを、太一は倒すことができるのか。,"アニメ,キッズ,アドベンチャー"
世紀末救世主伝説 北斗の拳,世紀末の世に、北斗神拳という一撃必殺の暗殺拳をひっさげたケンシロウが世にはびこる悪党どもを徹底的に叩きのめす。今作の見どころは、世紀末救世主ケンシロウと世紀末の覇者･拳王とのオーラによる一大対決シーン。テレビでは絶対に見られないハードなバイオレンス･シーンが劇場版オリジナルとして、スクリーン狭しと迫力の斗いが繰り拡げられる。また、原作、テレビ版とも違う衝撃のラストは大きな話題を呼んだ。,"アニメ,アクション"
機動警察パトレイバー2 the Movie,2002年冬。横浜ベイブリッジに謎のミサイル投下…。報道はそれが自衛隊機であることを告げるが、該当する機体は存在しなかった。これを機に続発する事件は警察と自衛隊の対立を招き、事態を重く見た政府は実戦部隊を治安出動させる。東京に〈戦争〉を再現した恐るべきテロリストを追って、第2小隊最後の出撃が始まる!,"アニメ,SF,アクション"
アイカツ! ミュージックアワード みんなで賞をもらっちゃいまSHOW!,「アイカツ!」史上初のオールスター授賞式が開催!! アイカツ! を彩ってきたあの名曲やステージがスクリーンに甦ります。果たして、どんな曲が選ばれ、どんな賞が与えられるのか?!,"アニメ,音楽／ライブ,キッズ"
クール･ワールド,出所したジャック (ガブリエル･バーン) はバーの後ろで、「クール･ワールド」を描くことにより、逃げ道を見つけた。それは官能的で意地の悪い女、ホリー･ウッドが主人公のマンガのシリーズだ。ホリー (キム･ベイシンガー) は人間になりラスベガスへ行くと、ふたつの世界を超えての行き来が、両方の世界を脅かす。,"ファンタジー,アドベンチャー,アニメ"
さよなら銀河鉄道999 アンドロメダ終着駅,壮大なスケールで構想された銀河鉄道999の宇宙と、999にまつわる幾多の謎が全貌を見せ、解き明かされているのがこの作品である。記録的なヒットとなった第1作「銀河鉄道999」が実はプロローグでしかなかったと言われるほどに、この作品に盛り込まれたテーマは重く、そして奥行きが深い。アニメーション技術、演出、画面および音響の効果、そのどれをとっても前作をしのぐ出来栄えである。,"アニメ,SF,キッズ"
劇場版 フランダースの犬,19世紀のベルギー、フランダース地方。おじいさんと牛乳運びで生計を立てる少年ネロと愛犬パトラッシュは、貧しいながらも幸せに暮らしていた。ネロの夢はルーベンスのような画家になること。そんなネロのささやかだが幸せな日々は長くは続かなかった。おじいさんの死、風車小屋の放火の容疑、絵画コンクールの落選。次々とネロの身に不幸が降りかかる。そして、クリスマスの夜。全てを失ったネロが大聖堂で見たものは、ずっと憧れていながらも決して見ることの出来なかったルーベンスの2枚の絵だった。,"キッズ,アニメ,ファミリー"
WXIII 機動警察パトレイバー,昭和75年。作業用レイバーが次々と破壊されるという不可解な事件が起きていた。所轄の城南署である刑事の秦と久住も捜査にあたっていたが、その捜査中に秦は色白の女性冴子と出会う。そんな中、海底探査レイバーが潰されるという事件が起きる。破壊される直前の映像には、巨大な魚のヒレらしきものが映っていた…。,"アニメ,SF,アクション"
デジモンアドベンチャー02 ディアボロモンの逆襲,3年前オメガモンに倒されたはずの最強最悪デジモン･ディアボロモンが、再びインターネット上に現れた。苦戦するインペリアルドラモンだったが“選ばれし子供たち”のあきらめない心が奇跡を生んだ!,"アニメ,キッズ,アドベンチャー"
河童のクゥと夏休み,夏休み前のある日、康一は学校の帰り道で大きな石を見つける。石を持ち帰り水で洗うと、中からなんと河童の子供が! 人間の言葉を話し、何百年も地中に閉じこめられていた河童を、康一は鳴き声から「クゥ」と命名。一緒に暮らし始めるがそんなある日、クゥが突然「仲間のところへ帰る」と言いだす。康一はクゥを連れ、河童伝説の残る岩手県･遠野へ向かうが…。,"アニメ,ファミリー,キッズ"
ターザン,地球に衝突した“神秘の鉱石”から洞窟が生まれ、不思議なパワーが満ちていた。そんな新たなエネルギーを探す調査ヘリコプターが、アフリカの密林に墜落。唯一生き残った少年ターザンは、母ゴリラの群れでたくましい青年へと成長していく。ジャングルを訪れた女性ジェーンに惹かれ、人間らしい感情に目覚めていくが、“神秘のパワー”をめぐる大事件がターザンと森の家族たちを待ち受けていた―!,"アニメ,アクション,ヒューマンドラマ"
デジモンアドベンチャー,真夜中のパソコン画面から、奇妙な生き物“ボタモン”がうまれた! 不安がる太一をよそに、大喜びの妹･ヒカリ。ボタモンはアグモンへと進化する! そんな時、デジタルモンスターたちの住む、デジモンワールドが出現! そこへ怪鳥型モンスターがアグモンめがけて突進してきた。だがその時、アグモンの体にまた異変が…! 超巨大モンスター“グレイモン”への進化が始まった! ぶつかり合う2大モンスター、激しいバトルの行方は!?,"アニメ,キッズ,アドベンチャー"
銀河鉄道999,「銀河鉄道999」劇場用長編第一作であり、SFアニメブームを巻き起こしたアニメーション大作。全宇宙を覆う機械人間の猛威のさなか、愛する母を奪われた少年･鉄郎が復讐を胸に、機械人間の絶滅を果たすまでの冒険を描いている。企画･原作･構成を松本零士、監督をりんたろう、そして作画監督を小松原一男が手がけている。,"アニメ,SF,キッズ"
スペースアドベンチャー コブラ (コブラ 劇場版),賞金稼ぎのジェーンは自分に言い寄ってきた男が海賊コブラだと知り、彼女の3つ子の姉妹キャサリンとドミニクを捜すため用心棒を依頼。二人はクリスタルボーイに監禁されているキャサリンの救出に向かう。だが、彼の命令に忠実なキャサリンはジェーンを裏切る。その後、コブラはドミニクに会いに行くが、そこへ大軍団を引き連れたクリスタルボーイが現れた!,"アニメ,アクション,SF"
美少女戦士セーラームーンSuperS外伝 亜美ちゃんの初恋,宿命のライバル出現!! 亜美ちゃんの心を揺らすのは、だれ? いつもと様子が違う亜美ちゃんは、みんなにライバルが現れたことを打ち明ける。全国模試試験結果で亜美ちゃんと同じ点数、同じ順位のメルクリウスとは一体? 彼の登場で熱くなり、あらゆる試験を受けることになった亜美ちゃんの様子はまるで“恋”をしているみたいだった…。もしかして、これは亜美ちゃんの初恋!?,"アニメ,コメディ,キッズ"
花とアリス殺人事件,石ノ森学園中学校へ転校してきた中学3年生の有栖川徹子 (通称アリス／声：蒼井優) は、一年前に3年2組で「ユダが、四人のユダに殺された」という噂を聞く。さらに、アリスの隣の家が〈花屋敷〉と呼ばれ、怖れられていることも…。花屋敷に住むという同級生の「ハナ」ならユダについて詳しいはずだと知ったアリスは、花屋敷に潜入する。そこで待ち構えていたのは、引きこもりのクラスメイト･荒井花 (通称ハナ／声：鈴木杏) だった…。ユダは本当に殺されたのか? 花は何故、引きこもり続けているのか? ふたりの少女の「世界で一番小さい殺人事件」の謎を解く冒険が、始まる―。,"アニメ,青春"
這いよれ! ニャル子さんF,「うー! にゃー!」 そして「SAN値ピンチ!」の印象的なフレーズとともに、日本列島をお騒がせした邪神･ニャルラトホテプが、三度あなたに這いよります! 八坂真尋の日常は、自宅に居座るニャル子、クー子、ハス太の3人 (?) の邪神に囲まれて、毎日賑やか。ある休日。真尋の元に、話題のアミューズメントスポットのチケットを手に入れた同級生の珠緒と余市が現れて…? 今度のニャル子さんは、ついに真尋とウェディング!? 怒涛のハイテンションラブ (クラフト) コメディ! 堂々完結!!,"アニメ,恋愛,コメディ"
銀河鉄道999 エターナル･ファンタジー,劇場版第2作目『さよなら銀河鉄道999 アンドロメダ終着駅』から17年の時を経て、遂に生み出された劇場版第3作目…メーテルと999の旅はまだ終わってはいなかった。「止まることのない時間という名のレールの上を走る。これが私と鉄郎の運命…」。勇敢な少年･星野鉄郎、鉄郎と一緒に宇宙の旅をする謎の美女メーテル、999に乗る心優しき車掌、そして、宇宙海賊キャプテン･ハーロックら松本零士お馴染みのキャラクターたちが、新たな構想と壮大なスケールになって甦る。,"アニメ,SF,キッズ"
イヴの時間 劇場版,未来、たぶん日本。ロボットが実用されて久しく、アンドロイド (人間型ロボット) が実用化されて間もない時代。ロボット倫理委員会の影響で、人々はアンドロイドを“家電”として扱う事が社会常識となっていた。高校生のリクオもアンドロイドを便利な道具として利用していたが、ある時、自家用アンドロイドの行動記録に不審な文字列が含まれている事に気付く。,"アニメ,SF"
デジモンアドベンチャー02 前編 デジモンハリケーン上陸!! 後編 超絶進化!! 黄金のデジメンタル,ニューヨークに突然謎のデジモンが現れた! 太一やヤマトたちを次々異空間に封印した謎のデジモンの目的は一体? そしてすべてのカギを握る青い瞳のテイマー･ウォレスの秘められた過去とは? 今、アメリカを舞台に、大輔たちのひと夏の冒険がはじまる…!!,"アニメ,キッズ,アドベンチャー"
大きい1年生と小さな2年生,1年生のまさやは体が大きいのに泣き虫で、通学路の暗い坂道が怖くて1人で歩けません。そんなまさやと手をつないで歩いてくれるあきよは、背は小さいけれどしっかり者の2年生。あきよのようにしっかりしたい、とあこがれているまさやですが、ある日、あきよが涙をながす事件が起きてしまいます。まさやはあきよを元気づけるため、あきよが大好きなホタルブクロの花を探しに、はるか遠くの一本杉の森へと歩いて行くのでした。,"アニメ,キッズ,ファミリー"
フリクリ オルタナ,モヤついている高校生･河本カナ。嵐のごとく登場するハル子。その時カナの額にお花が生えた! 煙を吐きながら街をぶっ潰すアイロン。毎日が、毎日毎日続いていくと思っていた…。力を手に入れたカナはアイロンをぶっ飛ばせるのか!?,"アニメ,青春,SF"
スカイ･クロラ The Sky Crawlers,平和な時代、人々はショーとしての戦争を求め、それがビジネスとして成り立つようになっていた。カンナミ･ユーイチは、戦争請負会社ロストック社に所属する戦闘機のパイロット。前線基地「兎離洲 (ウリス)」に配属されてきた彼には、それ以前の記憶がない。彼にわかっているのは、自分が《キルドレ》であることと、戦闘機の操縦の仕方だけ。空で戦うこと―。それがユーイチの全てだった。,"アニメ,SF,アクション"
アイアン･ジャイアント,1957年、冷戦時代のアメリカの小さな港町。9歳の少年ホーガースは、森の中で巨大なロボット“アイアン･ジャイアント”と遭遇する。人なつっこく、無邪気なアイアンとホーガースは友達になる。アイアンを守るため、ホーガースは自宅のガレージにかくまうが、政府のエージェントがアイアンを追う。そして…。,"アニメ,SF,キッズ"
手塚治虫のブッダ －赤い砂漠よ! 美しく－,2500年前、インド。王国間の争いが絶えないこの地に、世界の王になると予言された男の子が誕生する。シャカ国の王子、ゴータマ･シッダールタだ。思春期を迎えたシッダールタは、盗賊の少女ミゲーラら身分の低い人々と心を通わせ、厳しい階級社会に疑問を抱くようになる。やがて強大なコーサラ国がシャカ国に攻め入り、激しい戦争が始まった。コーサラ国軍の指揮をとるのは、将軍の息子にして国一番の勇者チャプラ。奴隷の生まれを隠し、将軍の命を助けてのし上がった男だ。最下層の身分から立身出世しようともがくチャプラと、家族、身分、富、すべてを捨てて、成すべき道を求めるシッダールタ。二つの正反対の魂が戦場で交錯し、互いの運命が変わろうとしていた。,"アニメ,史劇,アドベンチャー"
KING OF PRISM －PRIDE the HERO－,Over The Rainbowのライブでプリズムショーを見た一条シンは、プリズムスタァ養成所エーデルローズに入学。しかし、エーデルローズはシュワルツローズの陰謀によって解散の危機に瀕する。Over The Rainbowはエーデルローズを救うべく無期限で活動を休止し、神浜コウジはハリウッドで音楽制作、仁科カヅキはストリート系の原点に返り、速水ヒロは特訓に明け暮れていた。そして、プリズムキングカップが開幕する。これまで誰も見たことのない、プリズムジャンプの息もつかせぬ応酬。キング･オブ･プリズムの王冠は、いったい誰の頭上に輝くのか。新たな歴史が、いまここに刻まれる!,"アニメ,青春"
デジモンテイマーズ 冒険者たちの戦い,夏休み、沖縄に住む従兄弟のカイの家に遊びに行くことになったタカト。初めての沖縄。会ったこともない親戚たち。最初はあまり乗り気じゃなかったタカトだが、豊かな自然に触れるうちに心を開き、カイとも少しずつ打ち解けていく。だがそんな平和な夏休みを次第に不気味な影がおおい始める。東京のルキの前に現れた凶悪なデジモンたち。沖縄の海にもサメ型のデジモンが出現。そしてデジモンに追われていた少女･美波を助けたタカトは大人気のデジタルペット「Vペット」をめぐる陰謀に巻き込まれていくことに…。次々と起こる異変の謎を解くために沖縄に集結するタカト、リー、ルキ。3人の前に立ちはだかる敵の恐るべき正体とは!? 沖縄の大自然を舞台に、まだ誰も見たことのない壮絶なバトルが始まる…!!,"アニメ,キッズ,アドベンチャー"
ブレンダンとケルズの秘密,9世紀のアイルランド。バイキングの襲来にそなえ、ケルズ修道院を囲む塀を作る大規模な工事が続く中、バイキングに襲われたスコットランドのアイオナ島から、高名な修道士エイダンが、1冊の「聖なる書」を携え逃れてくる。その本には隠された知恵と力が秘められていた。ケルズの書を完成させるためブレンダンは、インクの原料である、ある植物の実を探しに、危険を冒して不思議な生き物が隠れ棲む魔法の森へ出かける。森でオオカミの妖精アシュリンの助けを得て、ブレンダンは無事に実を持ち帰るが、バイキングの襲来がケルズにも迫っていた。ブレンダンは本の力によって、闇を打ち砕き、光を取り戻すことができるのか?,"アニメ,アドベンチャー,キッズ"
劇場版 牙狼〈GARO〉 －DIVINE FLAME－,世界の崩壊を目論んだメンドーサが、魔戒騎士たちによって敗れ去ってから4年―。戦いで死んだレオンの父･ヘルマンがヒメナとの間に残した子供ロベルトは3歳になり、黄金騎士“ガロ”=レオンは、堅陣騎士“ガイア”=アルフォンソ王子とともに平和な日々を過ごしていた。ある日、魔戒騎士を束ねる「番犬所」のガルムが二つの異変を告げる。今はなき小国バゼリアの地に、史上最も美しいホラー「ニグラ･ヴュヌス」が現れ、男は喰らい、女は顔を剥いで殺していると言う。さらにメンドーサが残した禁断の魔導具「ツィルケルの環」が使われようとしていると。「ツィルケルの環」はホラーに喰われ、魔界に落ちた人間の魂を蘇らせることが出来る道具。そんな時、ロベルトが謎の男たちに誘拐される。ロベルトを追うレオンの前に黒曜騎士“ゼム”=ダリオが現れる。レオンを、ロベルトが連れ込まれた神殿へと案内するダリオ。神殿へと向かう道中、レオンの前に姿を見せたのは、死んだはずのレオンの父ヘルマンだった。一方、アルフォンソ王子は、同じく命を受け「ツィルケルの環」を追っていた魔戒法師エマと再会する…。戦いの果てにレオンが目撃する真実とは!,"アニメ,SF,ファンタジー"
わが青春のアルカディア,松本零士原作の人気SFアニメを映画化。己が信ずるもののために生涯をかけて戦い続ける男「キャプテン･ハーロック」を主人公に大宇宙を舞台に描く壮大なSFロマン原作･企画･構成を松本零士、監督を勝間田具治が担当。,"アニメ,SF,キッズ"
マジンガーZ対デビルマン,悪魔の超能力をもつといわれるデーモン族。Dr.ヘルは、地球征服の障害となっているマジンガーZを倒すべく、テレパシー操作光線を使いデーモン族のザンニンと手を組んだ。一方兜甲児は、デビルマン･不動明に出会い、最初は反目しあうものの、共に戦うことを約束する。しかしデビルマンは機械獣&妖獣連合軍につかまってしまった。明に指摘された“空からの攻撃に弱い”という弱点を克服すべく開発された新兵器ジェットスクランダーを装備し救出へ向かうマジンガーZ。機械獣&妖獣連合軍との最後の戦いがはじまる!,"アニメ,アクション,キッズ"
デジモンフロンティア 古代デジモン (オニスモン) 復活!!,拓也たちはデジタル激しいワールドの外れの島に迷い込んでしまう。拓也･純平･友樹は“人型族デジモン”に助けられ、いっぽう輝二と泉は“獣型族デジモン”の手厚い歓迎を受ける。しばらくして、島の人型族と獣型族が激しく対立してる事を知る5人。対立のわけを調査していく中で明らかになる驚くべき真実と敵の正体…。誰もがだまされてしまうこの強敵を、君は見破ることが出来るか!?,"アニメ,キッズ,アドベンチャー"
デジモンテイマーズ 暴走デジモン特急,ぼくらの街がのみ込まれる!! デジタルワールドから来た強すぎる敵! 今度のデジモンは止まらない! 正体不明の機関車のようなデジモン･ロコモンが東京･山手線に突如出現! 信号を破壊し暴走を続け、大パニックに陥る東京。ヤツの目的は一体?,"アニメ,キッズ,アドベンチャー"
モーレツ宇宙海賊 ABYSS OF HYPERSPACE －亜空の深淵－,白凰女学院高等部に通う加藤茉莉香は、「私掠船免状」を持った合法の宇宙海賊。学業、宇宙ヨット部部長、喫茶店でのアルバイト、さらに、宇宙海賊船･弁天丸の船長と、毎日大忙しだ。3年生への進級を控えた春休みのある日、客船での海賊営業の仕事を請けた茉莉香は、乗客リストの中に銀河パス所有者の少年･無限彼方を見つけて…。海賊と少年の亜空を駆ける冒険が始まる!,"アニメ,SF,アドベンチャー"
UFOロボ グレンダイザー対グレートマジンガー,ベガ星連合軍のバレンドス親衛隊長が地球を来訪。兜甲児はいつもと様子の違う葉巻型円盤に気付き、単身立ち向かうがバレンドスに捕まり連行されてしまう。甲児を脳波探知機にかけ、グレートマジンガーがロボット博物館に納められていることを探り出したバレンドスは、グレートマジンガーを強奪する。大介はグレンダイザーに乗り込み甲児を救出した円盤に向かったが、バレンドスの乗るグレートマジンガーに行く手を阻まれてしまった。さらに、円盤獣･ジンジン、円盤獣･グビグビも出現し、グレンダイザーに最悪の危機が迫る…。,"アニメ,アクション,キッズ"
PARASITE DOLLS,「A.D.ポリス」の番外編にあたるOVAシリーズを劇場用に再構成。西暦2034年、「亜人」ブーマと人間とが共生する東京。その一方で、ブーマを売春や破壊活動の道具として使う犯罪も急増。その事件を解決するためにADポリスは特殊任務組織“ブランチ”を構成。ブランチの活躍を3話オムニバス構成で描く。,"アニメ,SF,アクション"
放課後ミッドナイターズ ショートムービーズ Season2,前回は絶対飛ばなきゃ! という緊張感が足りなかった。と反省しつつ、ロケット花火を手にプールサイドで準備体操をするキュン様とゴス。水面に大量の片栗粉を満たしたプールでリベンジに挑むが。(第1話「ケツ花火3」。ほか全28話),"アニメ,コメディ,アドベンチャー"
フリクリ プログレ,ありとあらゆる命題に明確な答えを用意せず、生理的欲動の充足のみをシコシコ満喫し、その日暮らすような説得力ゼロの青少年たち。その中でなんてことない日常を過ごすヘッドフォンの少女ヒドミ。彼女が轢かれた夜、クラスメイトの少年･井出の額から巨大ロボットが出現した! ハル子から分裂したラハルとジンユと出会い、“特別なことなんてない日常”が終わりを告げる―!!!!!,"アニメ,青春,SF"
グレートマジンガー対ゲッターロボ,東京上空を覆う夥しい流星雨の中にひときわ強い光を放つ物体があり、ゲッターロボの早乙女研究所とグレートマジンガーの科学要塞研究所では同時に怪電波をキャッチした。横浜上空に停止した物体 (円盤) は、宇宙怪獣ギルギルガンの幼虫を残して上昇。その円盤に向かってゲッターマシンが出撃した。だが円盤は手強く、リョウたちは苦戦を強いられる。一方、ギルギルガンの幼虫は好物の鉄が豊富な京浜工業地帯で暴れまわっていた。鉄を食べどんどん成長するギルギルガンにグレートマジンガーが挑戦するが、口から吐き出される溶解液に手が出せない。宇宙怪獣を倒すためには二大ロボットが協力して戦うしかないと考えた兜、早乙女両博士は、ギルギルガンを無人島へ誘い込む作戦を立てるのだが…。,"アニメ,アクション,キッズ"
劇場版YAWARA! それゆけ腰抜けキッズ!!,花園の従弟である小学生の俊彦は柔道チームに入っていた。だが弱小でかつ選手たちのモチベーションも低い。紅一点の真由美のみ頑張り屋だが、しかしコーチだった父が入院中。幼なじみの純二も本阿弥グループの組織する柔道クラブに移っており、その彼に真由美は試合で一本負けを喫する。よりやる気をなくす男子たちだが…。,"アニメ,青春,スポーツ"
BUDDHA2 手塚治虫のブッダ －終わりなき旅－,人々の苦しみと死に心を痛める青年に成長したシッダールタは、何不自由ない恵まれた身分を捨て、真実を求める旅へ向かう。そんな中、シッダールタはさまざまな巡り合いを果たすことになる。国も家族も捨てて、修業の旅を続ける中、死と隣り合わせの過酷な苦行に身を委ねる…。,"アニメ,史劇,アドベンチャー"
Peeping Life －WE ARE THE HERO－,中間テストの勉強のためにコータの家に集まったショータとコータ。ふとテレビをつけると、「怪獣出現」の臨時ニュースが流れていた。驚く二人の近くで爆発音が響き渡る。しかし、「こんな時は必ずヒーローたちが助けに来る」と、怪獣出現という絶望的状況の中で二人は、そして日本はヒーローの登場を切に願うのであった。しかし、肝心のヒーローたちはいつも通りの日常を過ごしていた…。,"アニメ,コメディ"
KING OF PRISM by PrettyRhythm,華々しくデビューを果たしたOver The Rainbow。メンバーのコウジ、ヒロ、カヅキは瞬く間に女子のハートを魅了し、一気にプリズムショー界の頂点に上り詰めた。彼らを目指して、エーデルローズには続々と新入生が入学したが、突如「シュワルツローズ」という対立勢力が現れ、エーデルローズは苦境に立たされる…。そんな時、天才作詞作曲家としてOver The Rainbowを支えてきたコウジにアメリカから映画音楽制作の巨額オファーが舞い込む。4年毎に開催されるプリズムキングカップを翌年に控え、3人の進路は…?“最も女の子の心をトキめかせたスタァ”だけが得られるプリズムキングになるのは、誰だ!?,"アニメ,青春"
Thunderbolt Fantasy 生死一劍,【殺無生編】小説「Thunderbolt Fantasy 東離劍遊紀 外伝」の「殺無生編」を元に映像化。『Thunderbolt Fantasy 東離劍遊紀』の前日譚。凜雪鴉の命を狙って、執拗に彼を追いかけていた殺無生と凜雪鴉との過去の因縁が明らかになる。凜雪鴉の用心棒を務めていた殺無生は、過去と決別するべく、凜雪鴉の勧めで劍技を比べ合う大会「劍聖會」に出場することとなる。【殤不患編】虚淵玄書き下ろしによる、『Thunderbolt Fantasy 東離劍遊紀』の後日譚。蔑天骸や玄鬼宗、魔神との戦いの後、平和を取り戻した東離。丹翡や捲殘雲たちと別れ、旅を続ける殤不患は、とある寂れた宿場の酒場に立ち寄った。そこで、一人の男に出会う。,"アニメ,アクション,ファンタジー"
ガラスの花と壊す世界,世界を復元する少女達の物語。無数の光が色とりどりにきらめき、浮遊している無重力の空間――「知識の箱」。そこには幾つもの世界があり、幾度の時間があり、幾多もの人がいた。デュアルとドロシーの2人はそこで敵と戦っていた。敵、それは世界を侵食する存在――ウイルス。ウイルスに汚されてしまった世界は消去しなくてはいけない。それが彼女たちの役割、彼女たちの仕事。あるときデュアルとドロシーは新たなウイルスの出現を感知する。そこにはウイルスに襲われている少女がいた。,"アニメ,SF,ファンタジー"
グレートマジンガー対ゲッターロボG 空中大激突,突如現れた謎の宇宙船の攻撃を受け、リョウ･ムサシ･ハヤトの3人はただちに合体し反撃するが早乙女研究所は損壊。ベアー号とムサシを失ってしまった。早乙女博士は涙にくれるリョウとハヤトに新しいゲッターロボGを与える。一方、羽田空港に着陸した宇宙船は、周囲を手当たり次第に破壊、さらに光波獣･ピグドロンに対し出撃を命じていた。修理を終え、ピグドロンを倒すべく出撃したグレートマジンガーだが、ピグドロンの光の矢攻撃を受けて鉄也が負傷してしまう。駆けつけた新ゲッターロボGは鉄也を助け出すと、宇宙船に立ち向かった。そしてようやくグレートマジンガーの新しい武器･グレートブースターも完成。ゲッターロボGとグレートマジンガーの反撃が開始された。,"アニメ,アクション,キッズ"
劇場版 MARCO 母をたずねて三千里,重税、不景気に苦しむ19世紀のイタリア、ジェノバ。多くの人々が南米大陸へ出稼ぎに行くことで生計を立てていた。貧しい人々のための診療所を経営する夫を助けるため、マルコの母アンナもアルゼンチンへと行くことになった。そのことを一言も相談されなかったマルコは、母の旅立ちの日になっても笑顔を見せられなかった。しかし、出航する移民船上の母の姿が小さくなっていくのを見て、マルコは母の名前を呼びながら桟橋を走る。やがて移民船は大海の果てへと消えていった…。,"キッズ,アニメ,ファミリー"
グレンダイザー･ゲッターロボG･グレートマジンガー 決戦! 大海獣,古代に海中に住み、絶滅したと考えられていたドラゴノザウルスが突然、東京を襲った。タンカーや石油タンクを食べてますます巨大化していく。政府は日本中のロボットを集め、強大なロボット軍団を組織して大海獣を迎え撃とうと考えた。その要請にグレンイザー、ゲッターロボG、グレートマジンガー、そして、ボスボロット、ダイアナA、ビーナスAなどが次々と集まった。だが、大海獣はロボットたちの一斉攻撃をあびてもトカゲのように再生し、また襲ってくるのだった…。,"アニメ,アクション,キッズ"
マジンガーZ対暗黒大将軍,古代ミケーネ人の末裔･ミケーネ帝国。そこに住むミケーネ人は長い地底生活の中で身体を巨大な戦闘獣に改造し、大幹部･暗黒大将軍のもと、7大軍団を結集して全世界の都市を壊滅すべく地上攻撃を開始した。これを阻止しようと死を覚悟してマジンガーZを出撃させる兜甲児。しかしDr.ヘルの機械獣に比べ数倍の強さを誇る戦闘獣。初めての敗北を受けるかにみえたマジンガーZの前に、突然海中から、新たなヒーロー、マジンガーZの兄弟と名乗るグレートマジンガーが現れた。兜甲児の父･兜剣造が開発し、剣造に育てられた孤児･剣鉄也が操るグレートマジンガーはマジンガーZの数倍の力を発揮。マジンガーZとともに闇の魔王の前に立ちはだかる。,"アニメ,アクション,キッズ"
サカサマのパテマ,夜明け直前の“空”を見上げる少年、エイジ。彼の住むアイガでは、「かつて、多くの罪びとが空に落ちた」と“空”を忌み嫌う世界であった。そこに、突然現れた“サカサマの少女”。彼女は、必死にフェンスにしがみつき、今にも“空”に落ちそうである。彼女の名まえはパテマ。地下世界から降ってきた。エイジが彼女を助けようと手を握った時、彼女に引っ張られるように二人は空へ飛び出した。恐怖に慄くパテマと、想像を超える体験に驚愕するエイジ。この奇妙な出会いこそ、封じられた〈真逆の世界〉の謎を解く、禁断の事件であった。,"アニメ,SF,ファンタジー"
