タイトル,あらすじ,ジャンル
Shutter (字幕版),奥菜 恵主演の新たな恐怖……ハリウッド発スピリチュアル・スリラー忘れたとは言わせない,ホラー
ARIA The AVVENIRE,capitolo1 その 逢いたかったあなたに・・・先輩の灯里に同乗してもらい、今日もゴンドラの練習に励むアイ。そのさなか、灯里は運河を行き交うゴンドラの中に藍華とアリスの姿を見つけます。プリマ・ウンディーネになってからというもの、忙しくてなかなか会うことができないでいた３人。ほんの短い時間とはいえそれが叶った“みらくる”に、灯里は過去のある出来事を思い出し、アイに語り始めます。capitolo2 その 暖かなさよならは・・・ある日のこと、アイは興奮気味に灯里に話し始めました。練習中にとっても“みらくる“な体験をしたというのです。見慣れぬ路地の奥で目撃したケット・シーの影…そして、ゴンドラを降りてその影を追った先で出会ったのは、姫屋支店とオレンジぷらねっとで修業中の二人のシングル・ウンディーネだったのでした。capitolo3 その 遙かなる未来へ・・・今、再びの未来をご一緒しましょう。,"ドラマ,アニメ"
セブンティーン･アゲイン(吹替版),37歳から、ある日突然17歳に！人生二度目のハイスクール・ライフが、彼にくれたものとは―。 Rating G (C) 2009 Warner Bros. Entertainment Inc. All rights reserved.,コメディー
マグニフィセント・セブン (吹替版),アントン・フークワ監督が古典映画のストーリーを、現代の視点をもって描いた『マグニフィセント・セブン』。バーソロミュー・ボーグ（ピーター・サーズガード）の支配下で、ローズ・クリークの町の人々は絶望的な日々を送っていた。そんな中、町民のエマ・カレン（ヘイリー・ベネット）は賞金稼ぎのサム（デンゼル・ワシントン）を中心に、ギャンブラーのジョシュ（クリス・プラット）、流れ者、ガンの達人など7人のアウトローを雇った。町を守るために立ち上がった彼らは、いつしか自分たちの目的が金だけではなくなっている気付く。,アクション
マングラー（字幕版）,ブルー・リボン洗濯工場で働く少女の血により悪魔が宿った洗濯用プレス機マングラ-。人間の血をおぼえたマングラ-は次々と人間を襲っていく。刑事ジョン・ハントンはマングラ-の暴走を止めるために立ち上がる。,ホラー
オープン・シーズン３　森の仲間とゆかいなサーカス (吹替版),森に春がやってきた！旅先でサーカス団と知りあったクマのブーグは、脱走した団員ダグの身代わりとしてサーカスに出演することに！おしゃべり好きなラマのアリステアと仲良しになり、花形スターのウルサと恋におち、家族がいなかったブーグはサーカス生活も悪くないと感じ始める。だがその頃、森の仲間たちはブーグになりすましたダグにコキ使われていた…,コメディー
クリミナル 2人の記憶を持つ男(字幕版),"ＣＩＡロンドン支局のエージェント、ビルが重大な極秘任務の最中に死亡した。彼は米軍の核ミサイルさえも遠隔操作可能な恐るべきプログラムを開発した謎のハッカー、ダッチマンの居場所を知る唯一の人物だった。巨大なテロを阻止するためにダッチマンを捜し出す最後の手段は、脳手術によってビルの記憶を他人の脳に移植すること。その移植相手に選ばれたのは、幼い頃に父親から受けた虐待が原因で人間的な感情や感覚を失ってしまった凶悪な死刑囚ジェリコ。手術は成功するが、ロンドンの街へ逃走したジェリコは、自分自身と正義感あふれるビルの“２人の記憶”に引き裂かれながら、テロリストとの壮絶な闘いに巻き込まれていくのだった……。(C)2015 CRIMINAL PRODUCTIONS, INC. All Rights Reserved.","アクション,サスペンス"
ハイテンション(字幕版),女子大生のマリーは、親友アレックスと人里離れた田舎の実家で週末を過ごすことに。しかし、何の前触れもなく正体不明の男が姿を現し。最悪の恐怖が家族を襲う！一人、また一人と男の餌食にとなっていく家族たち・・・。必死で逃げ隠れるマリーとアレックス。だが一瞬の隙にアレックスはさらわれ、意を決したマリーは救出に向かう・・・。果たして、犯人の正体は？その動機は？衝撃のラストがあなたを待つ!!!(C)2003 EUROPACORP-ALEXANDRE FILMS,ホラー
ペイ・ザ・ゴースト ハロウィンの生贄(字幕版),"ニューヨークの大学で教鞭をとるマイクは、ハロウィンの夜、7歳の息子チャーリーにねだられ、祭り見物に出る。ところがチャーリーは、「霊（ゴースト）に償ってくれる？」と謎めいたひとことを残し、突然姿を消してしまう。チャーリー失踪の手がかりを必死に探し続けるマイクは、やがて恐るべき事実にたどりつく。毎年ハロウィンに子供たちの失踪事件が起きていること、そしてその子たちは決して帰ってこないということ。果たして何者の仕業なのか？次のハロウィンが迫る中、マイクの周辺に、次々に怪異な現象が起こる。それは悪霊の誘いか、それともチャーリーからのメッセージか!?(C)2015 PTG NEVADA, LLC. ALL RIGHTS RESERVED.","ホラー,ドラマ"
潜入者(字幕版),1980年代、史上最大規模とも言われる犯罪帝国を築いたコロンビアの麻薬王パブロ・エスコバル。当時アメリカに流入するドラッグのほとんどが、彼の組織を経由したものだと言われていた。そんな事態を重く見たアメリカ政府は、エスコバルの息の根を止めるため、大規模な潜入捜査作戦を計画する。それはベテラン捜査官のロバート・メイザーを架空の大富豪に仕立てあげ、その財力を持って組織に取り入り、内側から組織を崩壊させるという大胆不敵なものだった―。,"アクション,サスペンス"
人生の動かし方 (吹替版) [4K/Ultra HD],デル（ケヴィン・ハート）は失業中の元囚人。子供との面会も思うようにできない状況だ。そんな彼が首から下が麻痺している大富豪フィリップ（ブライアン・クランストン）の介護人の面接を受け、なぜか採用されてしまう。これに不満を持つのはフィリップの気難しい助手イヴォンヌ（ニコール・キッドマン）。住む世界が違うデルとフィリップだったが、この出会いが２人の人生を変えていく。,"ドラマ,コメディー"
天然コケッコー,山と田んぼが広がる木村町。方言丸出しの中学二年生右田そよの通う、小中学生あわせても全校生徒たった6人の分校。そこにある日、東京からかっこいい大沢広海が転校してくる。初めてできた同級生との、楽しく過ごす毎日に、期待に胸膨らませるそよ。一方、面倒見のいいそよとは正反対で、ちょっと意地悪でとっつきづらい大沢。やがて、そよはそんな大沢が気になりだして・・・。(C) 2007 「天然コケッコー」製作委員会,ロマンス
スターシップ・トゥルーパーズ インベイジョン(字幕版),バグに猛襲された地球連邦軍の宇宙基地から脱出に成功した巨大戦艦が突如消息を絶った。パワードスーツで武装した精鋭部隊を乗せた宇宙船が救出に向かったが、戦艦はすでに大量のバグに占拠され制御不能となっていた。しかも戦艦が目指していたのはなんと地球。事態が掴めぬ中、バグに徐々に追い詰められるトゥルーパーズ。この絶体絶命の危機に、若き将軍ジョニー・リコとトゥルーパーズは地球を守るために決死の作戦に打って出る。,"アクション,外国映画"
スターシップ・トゥルーパーズ インベイジョン(字幕版),バグに猛襲された地球連邦軍の宇宙基地から脱出に成功した巨大戦艦が突如消息を絶った。パワードスーツで武装した精鋭部隊を乗せた宇宙船が救出に向かったが、戦艦はすでに大量のバグに占拠され制御不能となっていた。しかも戦艦が目指していたのはなんと地球。事態が掴めぬ中、バグに徐々に追い詰められるトゥルーパーズ。この絶体絶命の危機に、若き将軍ジョニー・リコとトゥルーパーズは地球を守るために決死の作戦に打って出る。,"アクション,外国映画"
人生スイッチ(字幕版),私たちの日常の中には、切り替えてはいけないスイッチがある。それは身近にあってうっかり押したときには、時すでに遅し。何がきっかけで押してしまうのか、押したらどんな世界が待っているのかー覗いてみよう。(C)2014Kramer ＆ Sigman Films / El Deseo,"コメディー,サスペンス,ドラマ"
アフターショック（字幕版）,『ホステル』シリーズのイーライ・ロスが放つ超過激アクション・ホラー!男３人の珍道中を大地震の惨劇が襲う!,ホラー
My Super Ex-Girlfriend (字幕版),「キル・ビル」シリーズのユマ・サーマンが放つアクション・エロ・コメディオシオキしてア・ゲ・ル♥,コメディー
麗しのサブリナ (字幕版),サブリナは大富豪ララビー家のお抱え運転手フェアチャイルドの娘。年頃の彼女はララビー家の次男、プレイボーイのデビッドに夢中だった。かなわぬ恋に悩む娘を心配した父親は、サブリナをパリの料理学校へ送る。2年後、エレガントに成長して帰国したサブリナに今度はデビッドが夢中になる。仕事人間の長男ライナスは、サブリナを再びパリへ追いやろうと計画するが…。 「ラ・ヴィアン・ローズ」のメロディにのって展開する、最高にロマンティックな三角関係―――名優ハンフリー・ボガート、ウィリアム・ホールデン共演で贈る、『ローマの休日』と並ぶオードリーの代表作！ 実らぬ恋を忘れるため過ごしたパリから帰ったサブリナの美しさには全世界が魅了されました。サブリナ・パンツなど劇中で披露されるオードリーのファッションはあまりにも有名。,コメディー
ロッキー (吹替版),世界中を興奮と感動で包んだ、記念すべき第1作！,アクション
WILD CARD／ワイルドカード（字幕版）,ラスベガスの裏社会で用心棒を生業とする元エリート兵士のニック。ある日、何者かに酷い暴行を受け瀕死の重傷を負った元恋人から、正体を突き止めて復讐してほしいとの依頼が舞い込む。ラスベガスの表も裏社会も熟知しているニックは、すぐさま犯人を見つけ出し、脅威のスキルで瞬く間に依頼を完遂させる。しかし、犯人の背後には、強大な権力でラスベガスを掌握する凶悪マフィアの存在が…,アクション
ブライダル・ウォーズ (字幕版),女の子の幸せ戦争勃発?!　2大女優対決で贈る痛快ロマンティック・コメディ！絶対わたしが先にいく！,"コメディー,ロマンス"
エアポート'77／バミューダからの脱出 (字幕版),ジェームズ・スチュワートとジャック・レモン主演の航空パニック映画。ハイジャックされたジャンボ機が海底に沈んでいく。決死の脱出劇の結末は？,アクション
ウォーム・ボディーズ (字幕版),ゾンビとニンゲンが敵対する近未来―。ゾンビ男子Rは、ある日、襲撃するはずのニンゲン女子ジュリーにひと目ぼれをし、助けてしまう。最初は恐れをなし、徹底的に拒絶していたジュリーも、Rの不器用全開な純粋さや優しさに次第に心を開きはじめる。出会ってはいけなかった、けれど、うっかり出会ってしまった二人の恋。それは、最終型ゾンビの“ガイコツ”軍団、そしてニンゲンたちのリーダーでもあるジュリーの父親にとっても許されるものではなかった！彼らの恋は、ゾンビの死に絶えた“冷たい”ハートを打ち鳴らすことができるのか！？そして、終わりかけている世界に、もう一度“温かな”希望をよみがえらせることができるのか！？,"SF,ロマンス"
ザ・ビートルズ　EIGHT DAYS A WEEK(字幕版),アカデミー賞受賞監督のロン・ハワード監督×世界で最も有名なバンド、ザ・ビートルズ。彼らは今では一般的になった全世界ツアー公演やスタジアムでの公演を、初めて行った。その革新的な活動期間は3年間、少なくとも350公演をこなした。本作ではそのうち63年に始まった15か国90都市166公演に及ぶツアーの様子、そして4人が最後に観客の前で演奏した66年8月29日の公演まで、まさにバンドの全盛期を貴重な秘蔵映像と共に描き出す。この特別な数年間にいったい何が起こっていたのか。そしてなぜ彼らはツアー活動をやめてしまったのか。知られざるストーリーが今明らかになる。(C)Apple Corps Limited. All Rights Reserved.,アート・エンターテイメント・カルチャー
ファミリー・アゲイン／離婚でハッピー！？なボクの家族 (字幕版),カーターはまともな男に見えるが、いわゆるアダルトチャイルドで子供の時に両親が離婚している。今ではつらい過去をすっかり乗り越え、仕事で成功し素敵な恋人もいる。ところが弟が婚約したことで、離婚した両親を結婚式に集める役目を負ったため、子供時代に経験した大騒動が再び身に迫ることに！,コメディー
サイバー・リベンジャー(字幕版),気鋭の実業家マイクは株式上場を控えた重要なプレゼンで不慮のシステムトラブルに見舞われる。途方に暮れていたところ、新入りの派遣社員エドが天才的なIT技術でトラブルを解決。エドの能力を高く評価 したマイクは、IT制御された自宅のシステム故障もエドに修理してもらう。喜び、エドを正社員にすると約束するマイク。だが、 エドの望みはマイクの美しい娘と仲良くなり、妻に気に入られ、家族の一員になることだった。呼ばれもしないのに一家に付きまとうエド。その異常な行動をマイクは叱責し、エドに解雇を告げる。失意のエドは逆上し、復讐の鬼と化す。IT 技術を駆使しマイクたちを脅かす。エドの天才的なIT技術の前には警察すら頼りにならないとわかったマイクは、ついに禁断の手段に打って出る…。,"アクション,サスペンス"
Dr.パルナサスの鏡 (字幕版),ジョニー・デップ、コリン・ファレル、ジュード・ロウ。豪華キャスト3人がヒースレジャーの遺志を引継ぎ、新たな伝説が誕生！,SF
Make Us Dream (字幕版),スティーブン・ジェラードはリバプールＦＣ史上最高の選手として迎え入れられるも、その頃クラブは低迷期にあった。有名なサッカークラブを再び王座へと導くことが彼の使命となる。その忠誠心ゆえに、リバプールファンにとって神のような存在となっていくが、一方で彼が引き受けたものの重さは計り知れず、ファンや自分自身の期待に応えようと、とてつもない責任を背負う。,ドキュメンタリー
グリーン・ランタン (字幕版),──今から数十億年前、不死身の種族が宇宙最強の力を手に入れた。彼らは宇宙の＜ガーディアン＞となり、さまざまな星から勇者を選び、宇宙警察機構＜グリーン・ランタン＞を作り上げた──。 Rating G GREEN LANTERN and all related characters and elements are trademarks of and (C) DC Comics. (C) 2011 Warner Bros. Entertainment Inc. All rights reserved,アクション
グリーン・ランタン (字幕版),──今から数十億年前、不死身の種族が宇宙最強の力を手に入れた。彼らは宇宙の＜ガーディアン＞となり、さまざまな星から勇者を選び、宇宙警察機構＜グリーン・ランタン＞を作り上げた──。 Rating G GREEN LANTERN and all related characters and elements are trademarks of and (C) DC Comics. (C) 2011 Warner Bros. Entertainment Inc. All rights reserved,アクション
ブルゴーニュで会いましょう（字幕版）,ブルゴーニュを離れパリで著名なワイン評論家となったチャーリー。ある日順風満帆な人生を変える出来事が起きる。実家のワイナリーが倒産の危機だというのだ。久しぶりに実家に戻るが、父親はワイナリーを捨てて出ていった息子を許すことができず、チャーリーは頭の固い父親を疎ましく思っていたおり、2人の間の溝はなかなか埋まらない。しかしチャーリーは家族を守るため、ワイナリー再建を自身の手で行うことを決心する。(C) ALTER FILMS - TF1 FILM PRODUCTIONS - SND,ドラマ
31年目の夫婦げんか (吹替版),"結婚３１年目で、代わり映えのしない毎日を送っていたケイ(メリル・ストリープ)は、もういちど人生を輝かせるため、夫婦の関係を見つめ直そうと決意。夫のアーノルド(トミー・リー・ジョーンズ)に黙って一週間の滞在型カウンセリングを予約し、無理やり夫を飛行機に乗せる。だが２人を待っていたのは、予想もしなかった“宿題”が満載の、驚きのセラピーだった！初めて感情をさらけ出すケイ、重い口を開き次第に本心を打ち明け始めるアーノルド──果たして夫婦が見つけた答えとは──？(C)2012 GHS PRODUCTIONS, LLC. All Rights Reserved.",ドラマ
オープン・シーズン2 (吹替版),元ペットの熊・ブーグと野生育ちの鹿・エリオットは、相変わらず大親友。エリオットの結婚式が近づく中、森で楽しくゆかいに暮らしていた元ペットのダックスフンドのウィニーが飼い主に見つかってしまった！エリオットとブーグはウィニーを救出しに行くか!?,"アニメ,キッズ"
ライジング・ドラゴン (字幕版),"19世紀、イギリス軍、フランス軍の中国侵攻により、清王朝時代の国宝が持ち出された。それは十二支の動物にまつわる秘宝。全12体のうち、現在行方不明の数体を求め、アンティークディーラーのマックス・プロフィット社は、世界を股にかけるトレジャー・ハンターのJC（ジャッキー・チェン）を雇う。JCが結成した特殊チームは、パリ、南太平洋、中国など、世界各国を駆け巡るが、行く先々に彼らを阻む強敵が現れる。さらに、秘宝の裏には思いもよらない陰謀が隠されているのであった・・・。 (c) 2012 Jackie and JJ Productions Limited, Huayi Brothers Media Corporation and Emperor Film Production Co Limited All rights reserved.",アクション
ロリータ (字幕版),ニューハンプシャー州ラムズデイルで、ヨーロッパからの亡命者ハンバート・ハンバートは激しく恋に落ちる。彼はシャーロット・ヘイズと結婚しようとするが、お目当てはシャーロットではなく、おませな娘の方だった。 Rating R15 (C) 1961 Turner Entertainment Co. All rights reserved.,ドラマ
ドクター・エクソシスト(字幕版),"ドクター・セス・エンバー(アーロン・エッカート)は、悪霊に憑依された人間の潜在意識に入り込み除霊を行う有能なエクソシスト。しかし、過去に妻と息子を悪霊“マギー”によって殺され、自身も車椅子生活を送るようになったことから、今は復讐のみを目的に生きている。バチカンの手に負えずエンバーの元にやってきた11歳の少年キャメロン(ダヴィード・マズーズ)に取り憑いているのは、エンバーが追い続ける悪霊“マギー”だった。潜在意識の中では健康体で最強のエクソシストとなるエンバーは、マギーとの戦いに挑んでいく。果たしてエンバーは、マギーを倒し、キャメロンを母親のもとへ無事に返すことができるのか…!?(C)2016 INCARNATE PRODUCTIONS, LLC. All RIGHTS RESERVED.",ホラー
チェンジング・レーン (字幕版),たった一度の車線変更が､その後の運命を左右していく…。ささいな接触事故が原因で人生の危機に直面した２人の男が、互いに相手に対して尋常ならざる怒りを増幅させていくサスペンス・ドラマ。監督は「ノッティング・ヒルの恋人」のロジャー・ミッチェル。主演の２人をはじめ、存在感のある俳優陣が緊張感を更に引き締める。,ドラマ
What's Your Number (字幕版),「経験数」×「ハッピーエンド」の関係は?!　ポジティブにヤル気満々♪オトナなラブ・コメディ！「過去に何人と関係アリ」か気になる？,コメディー
ダブル・ミッション（吹替版）,ジャッキー扮するボブは、表の顔は冴えないペンのセールスマン、しかし裏の顔は敏腕のCIAエージェントという2つの顔を持つ男だが、好きな女性との結婚を考え、CIAエージェントからの引退を決意する。ある日、結婚相手の3人の子供達の面倒を見ることを頼まれる。ところが子供の一人が偶然にもボブのパソコンからロシア当局の秘密データをダウンロードしてしまい、ボブと恋人と子供たちは、巨大な陰謀の渦に巻き込まれていく・・・。,アクション
S.W.A.T. 闇の標的 (字幕版),L.A.のSWAT部隊を率いるポールは、人並み外れた高い能力を買われ、デトロイト市警の特殊部隊に実践スキルをたたき込む任務についた。 着任早々、銃をふりかざした人質立てこもり事件が発生。現場でウォルターという男を取り押さえるも、救出された女性ローズは自殺してしまう。 その後、事件を起こしたのはローズで、ウォルターは人質だったと判明。 釈放されたウォルターは愛する女性の死はSWATのせいだと逆恨みし、ポールをターゲットにした巧みな脅しを開始する。 それは、緊迫した闘いの幕開けにすぎなかった──！！,アクション
ゲット スマート (吹替版),優秀すぎるがゆえに、エージェントになれなかった男、マックスウェル・スマート。分析官として在籍する極秘諜報機関「コントロール」の緊急事態に、最後にして最強の切り札が、ついにその姿を現す！ Eirin Approved (C) 2008 Warner Bros. Entertainment Inc. All rights reserved.,コメディー
手紙は憶えている(字幕版),"最愛の妻ルースが死んだ。だが、90歳のゼヴはそれすら覚えていられない程、もの忘れがひどくなった。ある日、彼は友人のマックスから1通の手紙を託される。「覚えているか？ルース亡きあと誓ったことを。君が忘れても大丈夫なように、全てを手紙に書いた。その約束を果たしてほしい―」2人はアウシュヴィッツ収容所の生存者で、70年前に大切な家族をナチスの兵士に殺されていた。そしてその兵士は身分を偽り、今も生きているという。犯人の名は“ルディ・コランダー”。容疑者は4名まで絞り込まれていた。体が不自由なマックスに代わり、ゼヴはたった1人での復讐を決意し、託された手紙と、かすかな記憶だけを頼りに旅立つ。だが、彼を待ち受けていたのは人生を覆すほどの衝撃の真実だった―（C）2014, Remember Productions Inc.",サスペンス
ライジング・ドラゴン（吹替版）,"19世紀、イギリス軍、フランス軍の中国侵攻により、清王朝時代の国宝が持ち出された。それは十二支の動物にまつわる秘宝。全12体のうち、現在行方不明の数体を求め、アンティークディーラーのマックス・プロフィット社は、世界を股にかけるトレジャー・ハンターのJC（ジャッキー・チェン）を雇う。JCが結成した特殊チームは、パリ、南太平洋、中国など、世界各国を駆け巡るが、行く先々に彼らを阻む強敵が現れる。さらに、秘宝の裏には思いもよらない陰謀が隠されているのであった・・・。 (c) 2012 Jackie and JJ Productions Limited, Huayi Brothers Media Corporation and Emperor Film Production Co Limited All rights reserved.",アクション
ロイヤル・ナイト 英国王女の秘密の外出(字幕版),6年間続いた戦争が正式に終わる国を挙げてのお祝いの夜。エリザベス王女と妹のマーガレットは生まれて初めてお忍びでバッキンガム宮殿をあとにする。付き添いが目を離した隙に、シャンパンに勢いづいてバスに飛びのったマーガレットを追いかけて街にでたエリザベス。そして人生を変える一夜が幕を開ける―。(C)GNO Productions Limited,"ドラマ,ロマンス"
カリートの道 (字幕版),「スカーフェイス」のブライアン・デ・パルマ監督による、高い評価を得たクライム・スリラー。アカデミー賞受賞俳優アル・パチーノが、元・麻薬の大物売人カリート・ブリガンテ役を好演。大物弁護士（ショーン・ペン）の力で刑務所から釈放されたカリートは、暴力の世界から足を洗うと宣言し、ニューヨークの暗黒街を驚かせる。だが、誤った忠誠心や旧弊な道義の掟により、彼の計画は狂っていく。束縛しつづけようとする世界と、カリートは生死を賭けた戦いを繰り広げる。ジョン・レグイザモ、ルイス・ガスマンが脇を固め、パワフルなアクションが衝撃の結末へ。,"ドラマ,アクション,アドベンチャー"
リヴォルト(吹替版),"男が目を覚ますと、そこは留置所らしき檻の中。外から聞こえてくるのは銃声と爆音。壁の隙間から外に目をやると、爆風の中、軍用機が何モノかの攻撃を受けて墜落しようとしていた。一体何が起きているのか？それ以前に、男は自分が何者なのかすら思い出せないことに気付く。隣の房にいた女が男に告げる「我々は侵略された」のだと。すると突然、武装した男たちが留置所に押し入ってくる。女に乱暴しようとしたそいつらを、男は圧倒的な武力を持って制圧する。どうやら男はアメリカ軍の兵士だったらしい。だが、檻の外に出た男の目に飛び込んできたのは、見たこともないロボットが、逃げ惑う人々を虐殺する光景だった。果たしてこの地球に何が起こっているのか？男は、医者だと名乗る女と共に決死の逃避行を開始するー。 Rating G (c)POW NEVADA, LLC 2017","SF,アクション"
WHAT HAPPENS IN VEGAS (字幕版),「メリーに首ったけ」キャメロン・ディアス×「ジャスト・マリッジ」アシュトン・カッチャー共演！　恋も仕事も欲張る女性の痛快ロマンティック・コメディ恋も、お金も、人生も。幸運は、前向きな人の味方。,"コメディー,ロマンス"
殺人の輪廻(字幕版),結婚を控えたチョルンは、婚約者とドライブ中にケンカをしてしまい、彼女を車から降ろしてしまう。冷静になった彼は道を引き返して探し回るが、やっと再会した彼女は殺人鬼に襲われ既に死体となっていた。犯人は逮捕されるが、悲しみに暮れるチョルンは姿を消す―。そして事件から10年後。刑事のサンウォンは、身寄りの無くなった犯人の娘ジョンヒョンを我が子として育てていた。平和な日常が続く中、ジョンヒョンが通う学校に新しい教師が赴任して来る。それは、婚約者を殺された男チョルンだった。そして、犯人の死刑執行日が決まる中、再び事件が動き出す―。 Rating NR (C) 2015 FILM DOROTHY. All rights reserved.,"ドラマ,サスペンス"
ライジング・ドラゴン (字幕版),"19世紀、イギリス軍、フランス軍の中国侵攻により、清王朝時代の国宝が持ち出された。それは十二支の動物にまつわる秘宝。全12体のうち、現在行方不明の数体を求め、アンティークディーラーのマックス・プロフィット社は、世界を股にかけるトレジャー・ハンターのJC（ジャッキー・チェン）を雇う。JCが結成した特殊チームは、パリ、南太平洋、中国など、世界各国を駆け巡るが、行く先々に彼らを阻む強敵が現れる。さらに、秘宝の裏には思いもよらない陰謀が隠されているのであった・・・。 (c) 2012 Jackie and JJ Productions Limited, Huayi Brothers Media Corporation and Emperor Film Production Co Limited All rights reserved.",アクション
プレシャス(字幕版),"舞台は1987年ハーレム。クレアリース“プレシャス”ジョーンズは、16歳にして父親の子供を身ごもり、母親にこき使われ、文字の読み書きもできない。「プレシャス＝貴い」という名前とはかけはなれた毎日。そんな中、学校を退学させられたプレシャスは、フリースクールに通い始める。そこである教師と出会い、人生に目覚め、「学ぶ喜び」、「人を愛し、愛される喜び」を知る。それは、今までに考えたこともないことだった。果たして彼女が選んだ道とは・・・？(C) 2009 PUSH PICTURES, LLC",ドラマ
ザ・ゲスト(吹替版),イラク戦争で長男ケイレブを亡くしたピーターソン一家。ハロウィン間近のある日、突然チャイムが鳴る。男はデイヴィッドと名乗り、ケイレブの戦友で彼の最後の言葉を伝えにきたと話す。彼は失意の母親をなぐさめ、父親の仕事を手助けし、同級生からのいじめを受けている弟ルークには身を守る術を教える。謙虚で律儀、礼儀正しく容姿端麗なデイヴィッドは瞬く間に大切な“ゲスト=客人”として一家に溶け込んでいった。しかし、時に過激なデイヴィッドの解決方法に娘のアナが疑問を持ち始める。さらにデイヴィッドが現れてからというもの、周囲で不可解な事件が多発している。彼の過去を調べ始めたアナはとある“組織”にたどりつくも、時すでに遅く、謎の特殊部隊が出動。激しい銃撃戦が繰り広げられ、街は一気に戦場と化す。彼は何者で、本当の目的は何なのか―。(C) 2013 Adam David Productions,"アクション,サスペンス"
隣人は静かに笑う(字幕版),テロリズムを研究する大学教授マイケルは、ワシントンD.C.郊外で幼い息子と暮らしていた。FBIエージェントだった妻は2年前の潜入捜査で殺され、今もその悲しみは消えていなかった。マイケルはある日、道で大けがを負った少年を助け、それがきっかけで近所に越してきたラング家と親しくなる。暖かい家庭、そして優しい笑顔に、マイケルの心も癒されるが、誤配された一通の手紙から小さな疑惑が生じる。－何かがおかしい－密かにラングの過去を調べるマイケル、そして明らかになる彼の正体。恐るべき事に、そこは国家を狙った強大な陰謀が隠されていた。マイケルが総てに気づいた時、彼は自分がすでに罠の真只中にいることを知る。・・・そのラストの衝撃に全米公開が延期になった問題作。(C)1998 LAKESHORE ENTERTAINMENT CORP.ALL RIGHTS RESERVED.,"ドラマ,ホラー"
ハードコア(吹替版),準備はいいか？あなたは今から、愛する人を取り戻すためこの“クレイジーな世界”に放り込まれる。妻であり、絶命したあなたの身体をサイボーグ化し蘇生させた一流の研究者である美女・エステルが、エイカンという奇妙な能力を使うヤツに誘拐されてしまった。道先案内人は変幻自在のジミー。あなたの身体を狙うエイカン率いる傭兵たちを倒し、エステルと“記憶の謎”を取り戻すことが出来れば、あなたの存在する目的と真実を知ることができるかもしれない。幸運を祈る。,"アクション,SF"
トムとジェリーと迷子のドラゴン(字幕版),トムとジェリーと一緒に住んでいる魔女の女の子。おばが悪い魔女であったため、街の人達にあまりよく思われていない。その悪い魔女が盗ませたドラゴンの卵を助けて生まれた赤ちゃんが、最初に見たのがトムだったため、トムのことを「ママ」と思いこんでしまう。ドラゴンの子供をさらった悪い魔女を相手に、お母さんドラゴンと一緒にトムとジェリーが大活躍。 No Rating TM & (c) Turner Entertainment Co.(s14),キッズ
ファルコン (字幕版),汚職にまみれた社会でマフィアに挑みかかる一人の男。「ファルコン」は、1980年代から90年代初頭までイタリアのマフィアに裁きを受けさせた、勇気あるシチリアの判事、ジョバンニ・ファルコンの感動のノンフィクション・ドラマ。元ドンの密告者に助けられ何百件もの起訴を実行したファルコンの仕事は全面的改革に繋がったが、その代償はあまりにも重かった・・・。,ドラマ
2001年宇宙の旅(吹替版),人類がまだ見ぬ宇宙の領域に足を踏み入れた宇宙飛行士ボーマンは、不滅の存在へと昇華していくのだろうか。「HAL、進入口を開けろ！」という悲痛な願いと共に、無限の可能性に満ちた未知への旅を始めよう。 Rating PG12 (C) 2001 Turner Entertainment Co. and Warner Entertainment Inc. All rights reserved.,SF
フラッシュダンス (吹替版),昼は溶接工場、夜はクラブのダンサーとして働くアレックス。彼女の夢はいつかプロのダンサーとなって有名になること。ダンスへの情熱なら誰にも負けない自身があったが、オーディションの会場でまわりの雰囲気に圧倒され、その場から逃げさってしまう…。,ドラマ
ジョナス・ブラザーズ　復活への旅 (字幕版),「ジョナス・ブラザーズ　復活への旅」は兄弟愛のストーリーだ。ニュージャージーの牧師の息子としてつつましい家庭で育った３兄弟が、スターへの道を駆け上がりながら強い兄弟の絆を作っていく。しかし解散という突然のつらい別れによって、ジョー、ケビン、ニックの３人は別々の道を歩むことになる。彼らの本音が詰まったインタビュー、初公開の映像、本作でしか聴くことのできない演奏をまじえ、ジョナス･ブラザーズの素顔が初めて明かされる。,ドキュメンタリー
JSA(字幕版),南北分断の象徴である38度線上の共同警備区域(JSA)で起こった射殺事件。陳述書には南北で全く異なる報告が記されていた。そして両国家の合意のもと、捜査は中立国監督委員会の手に委ねられ、韓国系スイス人である女性将校･ソフィーが派遣される。彼女は事件の当事者達と面会を重ねながら序々に真相に迫っていくが、そこには全く予想外の｢真実｣が隠されていた・・・・。撮影所に板門店のオープンセットを作りリアリティを追求した本作は、「シュリ」とは異なるアプローチで“南北分断”を描き、老若男女問わず多くの人々に支持され、韓国の歴代観客動員、興行収入記録を塗り替えた。(C)myungfilm2000,"アクション,ドラマ"
ハードコア(字幕版),準備はいいか？あなたは今から、愛する人を取り戻すためこの“クレイジーな世界”に放り込まれる。妻であり、絶命したあなたの身体をサイボーグ化し蘇生させた一流の研究者である美女・エステルが、エイカンという奇妙な能力を使うヤツに誘拐されてしまった。道先案内人は変幻自在のジミー。あなたの身体を狙うエイカン率いる傭兵たちを倒し、エステルと“記憶の謎”を取り戻すことが出来れば、あなたの存在する目的と真実を知ることができるかもしれない。幸運を祈る。,"アクション,SF"
